ANATOMY,"Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth",nan,nan,nan,nan,nan,nan,nan
Zotu4283,0,0,0,0,6,0,2,1,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu4284,0,0,0,0,14,0,0,0,bacteria,actinomycetota,actinomycetes,nakamurellales,nakamurellaceae,nakamurella,nakamurella endophytica
Zotu4285,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga pudoricolor
Zotu4286,0,0,0,0,0,12,8,0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu4287,0,0,0,0,1,9,0,0,bacteria,bacillota,bacilli,bacillales,paenibacillaceae,paenibacillus,paenibacillus antri
Zotu4288,2,0,0,0,0,0,0,2,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingosinicellaceae,sphingosinicella,sphingosinicella humi
Zotu4289,0,11,13,0,0,0,1,0,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium turbinis
Zotu4290,0,1,2,1,0,0,0,0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu4291,0,0,0,0,0,0,0,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter ginsenosidimutans
Zotu4292,0,0,0,0,0,0,0,0,archaea,nitrososphaerota,nitrososphaeria,nitrososphaerales,nitrososphaeraceae,candidatus nitrososphaera,candidatus nitrososphaera
Zotu4293,0,0,0,0,0,0,0,1,archaea,methanobacteriota,halobacteria,halobacteriales,halobacteriaceae,haloquadratum,haloquadratum walsbyi
Zotu4294,0,0,0,0,0,0,0,0,bacteria,chloroflexota,thermomicrobia,sphaerobacterales,sphaerobacteraceae,sphaerobacter,sphaerobacter thermophilus
Zotu4295,0,0,0,0,0,0,0,2,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,vicinamibacter,vicinamibacter silvestris
Zotu4296,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas lutea
Zotu4297,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,gammaproteobacteria,xanthomonadales,rhodanobacteraceae,dokdonella,dokdonella fugitiva
Zotu4298,2,0,0,0,0,0,0,13,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,massilia,massilia aurea
Zotu4299,0,0,0,0,0,0,0,14,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,rhizobiaceae,rhizobium,rhizobium glycinendophyticum
Zotu4300,0,0,0,0,0,0,1,0,bacteria,actinomycetota,actinomycetes,propionibacteriales,nocardioidaceae,nocardioides,nocardioides glacieisoli
Zotu4301,0,0,0,0,0,0,0,1,bacteria,chloroflexota,tepidiformia,tepidiformales,tepidiformaceae,tepidiforma,tepidiforma bonchosmolovskayae
Zotu4303,1,0,0,0,0,0,0,0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,pontibacter,pontibacter fetidus
Zotu4304,0,0,0,0,0,0,0,6,bacteria,actinomycetota,actinomycetes,propionibacteriales,nocardioidaceae,nocardioides,nocardioides marmoribigeumensis
Zotu4305,33,12,0,0,0,1,1,0,bacteria,chloroflexota,tepidiformia,tepidiformales,tepidiformaceae,tepidiforma,tepidiforma bonchosmolovskayae
Zotu4306,0,0,1,0,0,0,5,2,bacteria,actinomycetota,nitriliruptoria,euzebyales,euzebyaceae,euzebya,euzebya pacifica
Zotu4307,0,0,0,0,0,1,0,3,bacteria,actinomycetota,actinomycetes,kineosporiales,kineosporiaceae,kineococcus,kineococcus glutinatus
Zotu4308,1,0,0,0,0,0,0,0,bacteria,planctomycetota,planctomycetia,pirellulales,pirellulaceae,candidatus anammoximicrobium,candidatus anammoximicrobium moscowii
Zotu4309,0,1,1,1,0,18,0,15,bacteria,nitrospirota,nitrospiria,nitrospirales,nitrospiraceae,nitrospira,nitrospira moscoviensis
Zotu4310,0,0,0,0,0,0,0,0,bacteria,chloroflexota,tepidiformia,tepidiformales,tepidiformaceae,tepidiforma,tepidiforma bonchosmolovskayae
Zotu4311,0,0,0,0,0,0,0,0,bacteria,candidatus melainabacteria,vampirovibriophyceae,vampirovibrionales,vampirovibrionales,vampirovibrio,vampirovibrio chlorellavorus
Zotu4313,1,0,0,0,0,0,0,0,bacteria,myxococcota,myxococcota,polyangiales,polyangiaceae,racemicystis,racemicystis persica
Zotu4314,0,0,0,0,0,1,0,1,bacteria,chloroflexota,anaerolineae,anaerolineales,anaerolineaceae,ornatilinea,ornatilinea apprima
Zotu4315,0,0,0,0,0,0,0,1,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,comamonadaceae,ramlibacter,ramlibacter tataouinensis
Zotu4316,23,9,0,0,5,1,0,1,bacteria,chloroflexota,chloroflexota,chloroflexota,chloroflexota,thermobaculum,thermobaculum terrenum
Zotu4317,0,1,0,0,0,0,1,0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas rhizophila
Zotu4318,0,0,0,0,1,0,0,0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,actinomarinicola,actinomarinicola tropica
Zotu4319,0,0,0,0,0,29,0,0,bacteria,verrucomicrobiota,spartobacteria,chthoniobacterales,chthoniobacteraceae,chthoniobacter,chthoniobacter flavus
Zotu4320,0,0,0,0,0,1,0,0,bacteria,actinomycetota,actinomycetes,nakamurellales,nakamurellaceae,nakamurella,nakamurella endophytica
Zotu4321,0,0,0,0,0,0,0,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter ginsenosidimutans
Zotu4322,1,0,1,0,0,0,10,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,conexibacteraceae,conexibacter,conexibacter stalactiti
Zotu4323,0,0,0,0,0,0,0,0,bacteria,bacillota,bacilli,lactobacillales,streptococcaceae,streptococcus,streptococcus salivarius
Zotu4324,0,0,0,0,0,1,0,1,bacteria,pseudomonadota,betaproteobacteria,nitrosomonadales,thiobacillaceae,thiobacillus,thiobacillus denitrificans
Zotu4325,10,2,0,0,0,0,0,0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu4326,0,0,0,1,0,0,1,0,bacteria,candidatus tectomicrobia,candidatus tectomicrobia,candidatus tectomicrobia,candidatus tectomicrobia,candidatus entotheonella,candidatus entotheonella palauensis
Zotu4327,0,0,1,0,1,0,0,0,bacteria,actinomycetota,nitriliruptoria,euzebyales,euzebyaceae,euzebya,euzebya pacifica
Zotu4328,0,0,0,0,0,0,0,0,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu4329,0,0,1,0,0,0,0,0,bacteria,pseudomonadota,deltaproteobacteria,myxococcales,anaeromyxobacteraceae,anaeromyxobacter,anaeromyxobacter dehalogenans
Zotu4330,0,0,0,0,0,0,0,0,bacteria,bacillota,clostridia,eubacteriales,clostridiales family xvii. incertae sedis,thermaerobacter,thermaerobacter composti
Zotu4331,0,0,7,0,0,0,0,0,bacteria,actinomycetota,actinomycetia,streptomycetales,streptomycetaceae,streptomyces,streptomyces glaucosporus
Zotu4332,0,0,0,0,0,0,0,0,bacteria,bacteroidota,cytophagia,cytophagales,fulvivirgaceae,ohtaekwangia,ohtaekwangia koreensis
Zotu4333,0,0,0,0,0,0,0,0,bacteria,bacillota,clostridia,eubacteriales,peptococcaceae,candidatus desulforudis,candidatus desulforudis audaxviator
Zotu4334,0,0,0,0,0,0,0,0,bacteria,planctomycetota,planctomycetia,pirellulales,pirellulaceae,candidatus anammoximicrobium,candidatus anammoximicrobium moscowii
Zotu4335,0,0,0,0,0,0,0,0,bacteria,thermodesulfobacteriota,desulfuromonadia,desulfuromonadales,desulfuromonadaceae,pelobacter,pelobacter propionicus
Zotu4336,0,3,24,0,0,0,1,0,bacteria,bacillota,clostridia,eubacteriales,clostridiales family xvii. incertae sedis,thermaerobacter,thermaerobacter composti
Zotu4337,0,0,0,0,0,0,0,0,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu4338,3,0,34,0,0,0,0,1,bacteria,elusimicrobiota,endomicrobiia,endomicrobiales,endomicrobiaceae,endomicrobium,endomicrobium proavitum
Zotu4339,0,0,0,0,0,0,0,0,bacteria,planctomycetota,phycisphaerae,tepidisphaerales,tepidisphaeraceae,tepidisphaera,tepidisphaera mucosa
Zotu4341,0,0,0,0,0,0,0,2,bacteria,verrucomicrobiota,opitutae,opitutales,opitutaceae,horticoccus,horticoccus luteus
Zotu4342,0,0,0,0,0,20,0,0,bacteria,bacillota,bacillota,bacillota,bacillota,capillibacterium,capillibacterium thermochitinicola
Zotu4343,0,0,0,0,0,0,0,0,bacteria,chloroflexota,tepidiformia,tepidiformales,tepidiformaceae,tepidiforma,tepidiforma bonchosmolovskayae
Zotu4344,34,0,0,0,0,0,0,0,bacteria,chloroflexota,chloroflexia,herpetosiphonales,herpetosiphonaceae,herpetosiphon,herpetosiphon gulosus
Zotu4345,0,0,0,0,0,0,0,0,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium terraclitae
Zotu4346,1,0,1,0,53,0,11,1,bacteria,chloroflexota,chloroflexota,chloroflexota,chloroflexota,thermobaculum,thermobaculum terrenum
Zotu4347,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,burkholderiaceae,zeimonas,zeimonas arvi
Zotu4348,0,0,28,0,0,0,0,0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,gemmata,gemmata palustris
Zotu4349,4,15,13,0,1,0,0,1,bacteria,chloroflexota,tepidiformia,tepidiformales,tepidiformaceae,tepidiforma,tepidiforma bonchosmolovskayae
Zotu4350,8,0,71,0,0,0,0,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu4351,0,1,0,0,35,12,0,0,bacteria,myxococcota,myxococcia,myxococcales,myxococcaceae,pyxidicoccus,pyxidicoccus fallax
Zotu4352,0,0,0,0,0,0,0,0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu4353,0,0,0,0,0,0,0,0,bacteria,thermodesulfobacteriota,desulfuromonadia,desulfuromonadales,desulfuromonadaceae,pelobacter,pelobacter propionicus
Zotu4354,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,deltaproteobacteria,myxococcales,anaeromyxobacteraceae,anaeromyxobacter,anaeromyxobacter dehalogenans
Zotu4355,0,29,0,0,0,0,0,0,bacteria,verrucomicrobiota,verrucomicrobiae,limisphaerales,fontisphaeraceae,fontisphaera,fontisphaera persica
Zotu4357,0,0,0,0,0,0,0,0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,gemmata,gemmata palustris
Zotu4358,1,0,0,1,20,0,8,1,bacteria,bacillota,bacilli,bacillales,bacillaceae,anoxybacillus,anoxybacillus vitaminiphilus
Zotu4359,0,0,0,0,0,0,0,0,bacteria,rhodothermota,rhodothermia,rhodothermales,rhodothermaceae,rhodocaloribacter,rhodocaloribacter litoris
Zotu4360,9,1,0,0,14,0,0,5,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu4361,0,0,0,0,0,0,0,0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter radiotolerans
Zotu4362,2,1,0,0,1,10,72,2,archaea,nitrososphaerota,nitrososphaeria,nitrososphaerales,nitrososphaeraceae,nitrososphaera,candidatus nitrososphaera gargensis
Zotu4363,0,0,0,0,0,0,0,0,bacteria,planctomycetota,planctomycetia,pirellulales,pirellulaceae,anatilimnocola,anatilimnocola aggregata
Zotu4364,2,0,0,0,0,0,0,6,bacteria,bacillota,bacilli,bacillales,paenibacillaceae,paenibacillus,paenibacillus validus
Zotu4365,0,0,0,0,1,0,0,0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu4367,4,0,0,0,1,0,0,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu4368,10,0,0,0,0,0,0,0,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium terraclitae
Zotu4369,5,0,0,0,0,0,0,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu4370,0,0,0,0,0,0,1,0,bacteria,actinomycetota,actinomycetes,streptosporangiales,thermomonosporaceae,actinoallomurus,actinoallomurus coprocola
Zotu4371,0,0,42,0,1,0,0,0,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu4372,0,0,0,0,0,0,0,0,bacteria,planctomycetota,planctomycetia,pirellulales,lacipirellulaceae,lacipirellula,lacipirellula limnantheis
Zotu4373,2,0,1,0,0,5,11,0,bacteria,pseudomonadota,gammaproteobacteria,chromatiales,ectothiorhodospiraceae,ectothiorhodospira,ectothiorhodospira mobilis
Zotu4374,0,0,0,0,0,0,0,0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter naiadicus
Zotu4375,0,4,5,0,21,2,0,0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter naiadicus
Zotu4376,0,0,0,0,0,0,1,0,bacteria,pseudomonadota,gammaproteobacteria,enterobacterales,erwiniaceae,pantoea,pantoea ananatis
Zotu4377,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum malthae
Zotu4378,0,1,0,0,0,0,0,0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum galbum
Zotu4379,0,0,18,0,0,5,3,0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter naiadicus
Zotu4380,0,7,0,2,0,0,2,0,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,azospirillaceae,skermanella,skermanella rosea
Zotu4381,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,sphaerotilaceae,aquincola,aquincola tertiaricarbonis
Zotu4382,0,0,0,0,0,0,0,0,bacteria,actinomycetota,actinomycetes,propionibacteriales,propionibacteriaceae,cutibacterium,cutibacterium granulosum
Zotu4383,0,0,0,0,0,0,0,0,bacteria,bacillota,bacilli,bacillales,bacillaceae,bacillus,bacillus taeanensis
Zotu4385,0,0,0,0,0,0,0,0,bacteria,myxococcota,myxococcota,polyangiales,phaselicystidaceae,phaselicystis,phaselicystis flava
Zotu4386,1,0,0,0,1,0,0,0,bacteria,thermomicrobiota,thermomicrobia,thermomicrobiales,thermomicrobiaceae,thermomicrobium,thermomicrobium carboxidum
Zotu4387,0,0,0,0,0,0,0,0,bacteria,chloroflexota,anaerolineae,anaerolineales,anaerolineaceae,pelolinea,pelolinea submarina
Zotu4388,0,4,0,1,0,0,1,1,bacteria,actinomycetota,actinomycetes,streptosporangiales,streptosporangiaceae,nonomuraea,nonomuraea aridisoli
Zotu4389,1,4,0,0,0,0,0,0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu4391,0,0,0,0,0,0,3,5,bacteria,gemmatimonadota,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,roseisolibacter,roseisolibacter agri
Zotu4392,3,3,0,0,1,27,0,0,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium terraclitae
Zotu4393,0,5,26,0,0,0,27,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu4394,0,0,0,0,1,1,0,0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingosinicellaceae,pedomonas,pedomonas mirosovicensis
Zotu4395,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,azospirillaceae,skermanella,skermanella aerolata
Zotu4397,1,0,26,0,0,0,0,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu4398,1,2,2,0,0,0,0,0,bacteria,pseudomonadota,betaproteobacteria,rhodocyclales,zoogloeaceae,thauera,thauera sinica
Zotu4399,10,11,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,rickettsiales,anaplasmataceae,wolbachia,wolbachia pipientis
Zotu4400,1,3,0,0,0,0,1,0,bacteria,actinomycetota,thermoleophilia,thermoleophilales,thermoleophilaceae,thermoleophilum,thermoleophilum album
Zotu4401,0,0,0,0,0,0,0,0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter radiotolerans
Zotu4402,0,0,0,0,10,0,0,0,bacteria,gemmatimonadota,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,gemmatimonas,gemmatimonas phototrophica
Zotu4403,5,0,1,0,0,11,13,1,bacteria,thermodesulfobacteriota,desulfuromonadia,desulfuromonadales,desulfuromonadaceae,pelobacter,pelobacter propionicus
Zotu4404,0,0,1,0,1,0,33,0,bacteria,bacillota,negativicutes,veillonellales,veillonellaceae,megasphaera,megasphaera hutchinsoni
Zotu4405,0,0,0,0,0,0,0,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu4406,4,5,19,2,3,0,0,0,bacteria,chloroflexota,tepidiformia,tepidiformales,tepidiformaceae,tepidiforma,tepidiforma bonchosmolovskayae
Zotu4407,1,0,0,1,14,1,0,3,bacteria,chloroflexota,thermomicrobia,sphaerobacterales,sphaerobacteraceae,sphaerobacter,sphaerobacter thermophilus
Zotu4408,51,0,1,0,0,0,1,1,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu4409,0,0,0,1,0,1,25,27,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga massiliensis
Zotu4410,0,0,0,0,0,0,0,0,bacteria,actinomycetota,actinomycetes,pseudonocardiales,pseudonocardiaceae,allokutzneria,allokutzneria oryzae
Zotu4411,1,23,0,0,0,0,0,0,bacteria,pseudomonadota,betaproteobacteria,nitrosomonadales,sterolibacteriaceae,methyloversatilis,methyloversatilis thermotolerans
Zotu4413,52,4,0,0,0,0,0,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,candidatus methanomethylophilaceae,candidatus methanomethylophilus,candidatus methanomethylophilus alvus
Zotu4414,10,1,22,0,0,0,0,0,bacteria,chloroflexota,anaerolineae,anaerolineales,anaerolineaceae,ornatilinea,ornatilinea apprima
Zotu4415,0,0,0,0,0,0,0,0,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium turbinis
Zotu4416,35,14,0,2,0,0,0,1,bacteria,planctomycetota,candidatus brocadiia,candidatus brocadiales,candidatus brocadiaceae,candidatus kuenenia,candidatus kuenenia stuttgartiensis
Zotu4417,1,0,0,0,0,0,0,4,bacteria,bacillota,bacilli,bacillales,bacillaceae,sutcliffiella,sutcliffiella cohnii
Zotu4420,0,0,0,0,0,0,0,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter phytolaccae
Zotu4421,0,0,4,57,0,1,0,1,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter spartanus
Zotu4422,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,oligoflexia,bdellovibrionales,bdellovibrionaceae,bdellovibrio,bdellovibrio bacteriovorus
Zotu4423,0,0,0,0,0,0,0,2,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu4424,0,0,0,0,0,0,0,0,bacteria,verrucomicrobiota,spartobacteria,chthoniobacterales,chthoniobacteraceae,chthoniobacter,chthoniobacter flavus
Zotu4425,0,0,0,0,0,0,0,0,bacteria,planctomycetota,planctomycetia,pirellulales,pirellulaceae,anatilimnocola,anatilimnocola aggregata
Zotu4426,0,0,0,0,0,0,0,0,bacteria,actinomycetota,thermoleophilia,thermoleophilales,thermoleophilaceae,thermoleophilum,thermoleophilum album
Zotu4427,9,8,0,0,34,1,0,0,bacteria,chloroflexota,tepidiformia,tepidiformales,tepidiformaceae,tepidiforma,tepidiforma bonchosmolovskayae
Zotu4428,0,1,0,0,0,0,0,0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter radiotolerans
Zotu4429,0,0,0,0,0,0,0,0,bacteria,thermodesulfobacteriota,desulfuromonadia,desulfuromonadales,geothermobacteraceae,geothermobacter,geothermobacter hydrogeniphilus
Zotu4430,0,0,0,0,0,25,0,0,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu4431,0,0,0,0,0,0,0,0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,pontibacter,pontibacter roseus
Zotu4432,0,0,0,0,0,0,0,0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,segetibacter,segetibacter aerophilus
Zotu4433,5,0,0,1,0,0,0,8,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingosinicellaceae,sphingosinicella,sphingosinicella humi
Zotu4434,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,deltaproteobacteria,myxococcales,polyangiaceae,chondromyces,chondromyces pediculatus
Zotu4435,0,0,0,0,1,1,1,0,bacteria,chloroflexota,chloroflexia,herpetosiphonales,herpetosiphonaceae,herpetosiphon,herpetosiphon aurantiacus
Zotu4436,0,0,0,0,0,0,0,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,conexibacteraceae,conexibacter,conexibacter arvalis
Zotu4437,0,0,0,0,0,0,0,0,bacteria,actinomycetota,actinomycetes,streptosporangiales,thermomonosporaceae,actinoallomurus,actinoallomurus fulvus
Zotu4438,0,0,0,0,0,0,0,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu4439,0,0,0,0,0,0,0,0,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu4440,0,1,0,0,8,0,0,0,bacteria,actinomycetota,actinomycetes,micromonosporales,micromonosporaceae,micromonospora,micromonospora ovatispora
Zotu4441,0,0,0,0,0,0,0,12,bacteria,pseudomonadota,alphaproteobacteria,caulobacterales,caulobacteraceae,phenylobacterium,phenylobacterium lituiforme
Zotu4442,1,0,0,0,0,0,1,0,bacteria,acidobacteriota,acidobacteriia,bryobacterales,solibacteraceae,candidatus solibacter,candidatus solibacter usitatus
Zotu4443,0,0,0,0,0,1,0,0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter bracarensis
Zotu4444,0,0,0,0,0,1,1,0,archaea,nitrososphaerota,nitrososphaeria,nitrososphaerales,nitrososphaeraceae,nitrososphaera,candidatus nitrososphaera gargensis
Zotu4445,0,0,0,0,0,0,0,0,bacteria,elusimicrobiota,endomicrobiia,endomicrobiales,endomicrobiaceae,endomicrobium,endomicrobium proavitum
Zotu4446,0,0,0,0,1,0,0,0,bacteria,actinomycetota,actinomycetes,propionibacteriales,nocardioidaceae,nocardioides,nocardioides panacis
Zotu4447,0,0,0,0,0,0,0,0,bacteria,acidobacteriota,blastocatellia,blastocatellales,arenimicrobiaceae,brevitalea,brevitalea deliciosa
Zotu4448,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas sinipercae
Zotu4449,0,0,0,0,0,0,0,0,bacteria,bacillota,clostridia,christensenellales,christensenellaceae,luoshenia,luoshenia tenuis
Zotu4451,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,erythrobacteraceae,altericroceibacterium,altericroceibacterium xinjiangense
Zotu4452,0,1,0,0,0,0,0,0,bacteria,bacillota,thermolithobacteria,thermolithobacterales,thermolithobacteraceae,thermolithobacter,thermolithobacter ferrireducens
Zotu4453,0,0,0,0,0,0,0,6,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum aridicola
Zotu4454,0,0,0,0,0,0,0,0,bacteria,chloroflexota,chloroflexi,chloroflexi,chloroflexi,candidatus chlorothrix,candidatus chlorothrix halophila
Zotu4456,0,0,0,0,0,0,0,0,bacteria,bacillota,clostridia,eubacteriales,syntrophomonadaceae,syntrophomonas,syntrophomonas zehnderi
Zotu4457,0,0,1,0,0,0,0,0,bacteria,kiritimatiellota,kiritimatiellia,kiritimatiellales,kiritimatiellaceae,kiritimatiella,kiritimatiella glycovorans
Zotu4458,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas daechungensis
Zotu4459,0,0,0,0,0,2,0,1,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter phytolaccae
Zotu4460,3,43,2,0,0,0,1,0,bacteria,acidobacteriota,acidobacteriia,bryobacterales,solibacteraceae,candidatus solibacter,candidatus solibacter usitatus
Zotu4461,0,0,0,0,0,0,0,0,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu4462,0,2,0,1,1,0,33,0,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium terraclitae
Zotu4463,4,2,0,0,0,0,0,0,bacteria,chloroflexota,tepidiformia,tepidiformales,tepidiformaceae,tepidiforma,tepidiforma bonchosmolovskayae
Zotu4464,0,1,0,0,0,0,0,0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,massilia,massilia timonae
Zotu4465,2,33,1,0,1,0,2,1,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu4466,0,0,0,1,0,0,26,0,bacteria,pseudomonadota,gammaproteobacteria,nevskiales,nevskiaceae,solimonas,solimonas fluminis
Zotu4467,0,0,0,0,0,4,0,0,bacteria,actinomycetota,thermoleophilia,miltoncostaeales,miltoncostaeaceae,miltoncostaea,miltoncostaea marina
