ANATOMY,"Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth",nan,nan,nan,nan,nan,nan,nan
Zotu1500,1,0,0,1,66,0,28,20,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga zambiensis
Zotu1501,43,22,22,1,45,1,1,0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,hyphomicrobiaceae,rhodoplanes,rhodoplanes elegans
Zotu1502,0,0,0,0,0,0,0,0,bacteria,planctomycetota,planctomycetia,pirellulales,pirellulaceae,anatilimnocola,anatilimnocola aggregata
Zotu1503,0,0,0,1,0,0,0,0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,actinomarinicola,actinomarinicola tropica
Zotu1504,0,0,0,0,0,0,0,0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,gemmata,gemmata massiliana
Zotu1505,29,28,19,1,2,2,1,0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,vicinamibacter,vicinamibacter silvestris
Zotu1506,0,1,1,1,1,2,0,22,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu1508,1,0,2,2,0,0,2,10,bacteria,chloroflexota,chloroflexia,herpetosiphonales,herpetosiphonaceae,herpetosiphon,herpetosiphon aurantiacus
Zotu1509,9,1,41,0,6,2,7,3,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter tropicus
Zotu1510,0,0,0,0,0,0,1,0,bacteria,bacteroidota,bacteroidia,bacteroidales,paludibacteraceae,paludibacter,paludibacter jiangxiensis
Zotu1511,10,0,0,1,1,0,0,1,bacteria,myxococcota,myxococcota,polyangiales,polyangiaceae,polyangium,polyangium sorediatum
Zotu1512,7,16,2,0,0,0,16,7,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu1513,0,0,1,1,0,1,1,1,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter galbus
Zotu1514,1,0,0,0,0,54,5,2,bacteria,acidobacteriota,blastocatellia,blastocatellales,pyrinomonadaceae,pyrinomonas,pyrinomonas methylaliphatogenes
Zotu1515,0,2,0,2,0,1,39,41,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga aerilata
Zotu1516,0,0,0,1,0,0,1,1,bacteria,actinomycetota,actinomycetes,sporichthyales,sporichthyaceae,sporichthya,sporichthya polymorpha
Zotu1517,21,4,4,9,13,0,0,3,bacteria,bacillota,clostridia,eubacteriales,clostridiales family xvii. incertae sedis,thermaerobacter,thermaerobacter composti
Zotu1518,1,1,1,0,0,0,0,0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,fimbriiglobus,fimbriiglobus ruber
Zotu1519,0,0,0,1,0,0,4,0,bacteria,chloroflexota,chloroflexia,herpetosiphonales,herpetosiphonaceae,herpetosiphon,herpetosiphon aurantiacus
Zotu1520,0,0,0,0,0,0,0,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,conexibacteraceae,conexibacter,conexibacter arvalis
Zotu1521,0,0,0,1,1,2,3,0,bacteria,pseudomonadota,gammaproteobacteria,chromatiales,thioprofundaceae,thioprofundum,thioprofundum hispidum
Zotu1522,0,0,0,2,2,1,0,1,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter xylanophilus
Zotu1523,0,0,0,0,0,0,0,0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu1524,0,1,0,0,0,0,0,5,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga aerilata
Zotu1525,1,1,0,2,1,2,0,0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,actinomarinicola,actinomarinicola tropica
Zotu1526,0,0,1,0,0,0,0,2,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum malthae
Zotu1527,0,0,0,0,0,0,1,0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,burkholderiales,leptothrix,leptothrix mobilis
Zotu1528,0,0,0,0,0,0,2,1,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter spartanus
Zotu1529,8,0,0,0,0,0,0,0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,gemmata,gemmata palustris
Zotu1530,0,0,0,1,0,0,0,0,bacteria,rhodothermota,rhodothermia,rhodothermales,salisaetaceae,roseithermus,roseithermus sacchariphilus
Zotu1531,2,0,0,0,0,1,28,1,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,sphaerotilaceae,rubrivivax,rubrivivax albus
Zotu1532,0,0,1,2,2,1,0,0,bacteria,gemmatimonadota,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,roseisolibacter,roseisolibacter agri
Zotu1533,17,24,40,39,0,3,4,1,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter radiotolerans
Zotu1534,4,11,0,1,15,85,43,0,bacteria,thermomicrobiota,thermomicrobia,sphaerobacterales,sphaerobacteraceae,sphaerobacter,sphaerobacter thermophilus
Zotu1535,0,0,0,0,0,0,0,0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter radiotolerans
Zotu1536,14,70,67,0,51,0,1,0,bacteria,planctomycetota,planctomycetia,pirellulales,lacipirellulaceae,pirellulimonas,pirellulimonas nuda
Zotu1537,0,1,0,1,0,0,0,9,bacteria,pseudomonadota,alphaproteobacteria,caulobacterales,caulobacteraceae,caulobacter,caulobacter vibrioides
Zotu1538,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas lutea
Zotu1539,0,0,0,0,0,0,0,0,bacteria,chloroflexota,anaerolineae,aggregatilineales,aggregatilineaceae,aggregatilinea,aggregatilinea lenta
Zotu1540,0,1,1,2,0,0,0,4,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas montis
Zotu1541,0,1,1,1,1,0,1,17,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,comamonadaceae,ramlibacter,ramlibacter tataouinensis
Zotu1542,0,0,1,0,0,0,0,0,bacteria,actinomycetota,actinomycetes,pseudonocardiales,pseudonocardiaceae,pseudonocardia,pseudonocardia xinjiangensis
Zotu1543,0,7,14,0,1,1,0,0,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium terraclitae
Zotu1544,0,0,1,1,1,0,2,24,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga aerilata
Zotu1545,1,0,0,0,0,0,1,0,bacteria,bacillota,bacillota,bacillota,bacillota,capillibacterium,capillibacterium thermochitinicola
Zotu1546,0,0,0,0,0,0,0,0,bacteria,actinomycetota,actinomycetes,geodermatophilales,geodermatophilaceae,geodermatophilus,geodermatophilus chilensis
Zotu1547,1,1,2,1,0,0,5,0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,vicinamibacter,vicinamibacter silvestris
Zotu1548,11,2,0,0,9,0,2,6,bacteria,bacillota,clostridia,eubacteriales,thermincolaceae,thermincola,thermincola carboxydiphila
Zotu1549,0,0,0,0,0,0,0,0,bacteria,bacillota,bacilli,bacillales,paenibacillaceae,oxalophagus,oxalophagus oxalicus
Zotu1550,0,7,9,0,0,0,0,1,bacteria,bacillota,bacilli,lactobacillales,streptococcaceae,streptococcus,streptococcus thermophilus
Zotu1551,0,0,0,89,29,1,0,0,archaea,methanobacteriota,halobacteria,halobacteriales,halobacteriaceae,halobellus,halobellus limi
Zotu1552,2,0,1,0,0,0,0,0,bacteria,actinomycetota,actinomycetes,propionibacteriales,nocardioidaceae,nocardioides,nocardioides mesophilus
Zotu1553,0,1,0,0,1,7,13,14,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu1554,0,0,1,2,1,2,7,101,bacteria,actinomycetota,actinomycetes,geodermatophilales,geodermatophilaceae,geodermatophilus,geodermatophilus nigrescens
Zotu1555,0,0,0,0,0,1,0,9,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas arantia
Zotu1556,0,0,0,156,0,0,0,0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,urbifossiella,urbifossiella limnaea
Zotu1557,0,2,2,1,56,63,26,1,bacteria,actinomycetota,actinomycetes,streptosporangiales,streptosporangiaceae,nonomuraea,nonomuraea thailandensis
Zotu1558,0,0,0,0,0,2,0,2,bacteria,acidobacteriota,blastocatellia,blastocatellales,blastocatellaceae,blastocatella,blastocatella fastidiosa
Zotu1559,0,0,0,0,0,0,0,0,bacteria,planctomycetota,planctomycetia,pirellulales,lacipirellulaceae,pirellulimonas,pirellulimonas nuda
Zotu1560,0,0,0,0,0,0,0,0,bacteria,actinomycetota,actinomycetia,streptosporangiales,streptosporangiaceae,thermobispora,thermobispora bispora
Zotu1561,0,0,2,0,23,63,21,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,baekduiaceae,baekduia,baekduia soli
Zotu1562,0,0,0,0,0,0,0,0,bacteria,rhodothermota,rhodothermia,rhodothermales,rhodothermaceae,rhodocaloribacter,rhodocaloribacter litoris
Zotu1563,0,0,1,0,0,0,0,0,bacteria,chloroflexota,anaerolineae,anaerolineales,anaerolineaceae,thermanaerothrix,thermanaerothrix daxensis
Zotu1564,0,1,2,1,0,0,0,1,bacteria,verrucomicrobiota,spartobacteria,chthoniobacterales,chthoniobacteraceae,chthoniobacter,chthoniobacter flavus
Zotu1565,0,1,1,1,0,0,0,14,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu1566,0,0,0,0,0,1,1,6,bacteria,actinomycetota,actinomycetes,streptosporangiales,streptosporangiaceae,planobispora,planobispora rosea
Zotu1567,0,0,0,0,0,0,0,0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,segetibacter,segetibacter koreensis
Zotu1568,3,5,0,1,0,0,0,1,bacteria,pseudomonadota,betaproteobacteria,nitrosomonadales,methylophilaceae,novimethylophilus,novimethylophilus kurashikiensis
Zotu1569,0,1,0,2,1,0,0,1,bacteria,pseudomonadota,gammaproteobacteria,methylococcales,methylococcaceae,methylogaea,methylogaea oryzae
Zotu1570,1,0,21,0,0,46,1,1,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu1571,0,0,0,0,0,0,8,1,bacteria,myxococcota,myxococcia,myxococcales,archangiaceae,archangium,archangium gephyra
Zotu1572,2,2,0,0,1,1,32,30,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu1573,2,0,0,0,1,18,47,15,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,acidiferrimicrobium,acidiferrimicrobium australe
Zotu1574,1,1,1,0,2,0,0,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,conexibacteraceae,conexibacter,conexibacter arvalis
Zotu1575,0,1,0,0,1,12,6,35,bacteria,pseudomonadota,oligoflexia,bdellovibrionales,bdellovibrionaceae,bdellovibrio,bdellovibrio bacteriovorus
Zotu1576,0,0,0,0,0,0,0,4,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,acetobacteraceae,belnapia,belnapia arida
Zotu1577,106,29,1,1,0,0,15,2,bacteria,acidobacteriota,terriglobia,terriglobales,acidobacteriaceae,edaphobacter,edaphobacter aggregans
Zotu1578,0,0,0,1,1,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,rhodobacterales,roseobacteraceae,rubellimicrobium,rubellimicrobium rubrum
Zotu1579,0,0,0,0,0,9,5,1,bacteria,gemmatimonadota,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,gemmatimonas,gemmatimonas phototrophica
Zotu1580,0,0,0,1,1,0,1,0,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu1581,0,0,0,2,0,1,2,1,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,adhaeribacter,adhaeribacter aquaticus
Zotu1582,0,2,13,0,0,0,0,0,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium terraclitae
Zotu1585,0,0,0,0,0,0,0,8,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,adhaeribacter,adhaeribacter aquaticus
Zotu1586,63,21,29,1,0,0,0,0,bacteria,bacillota,clostridia,natranaerobiales,natranaerobiaceae,natranaerobaculum,natranaerobaculum magadiense
Zotu1587,31,10,36,0,0,0,1,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu1588,0,0,0,3,0,48,28,0,bacteria,bacillota,clostridia,eubacteriales,clostridiales family xvii. incertae sedis,thermaerobacter,thermaerobacter subterraneus
Zotu1589,0,0,157,0,0,0,0,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu1590,0,0,0,0,0,0,0,0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,cnuella,cnuella takakiae
Zotu1591,24,22,23,1,58,0,0,1,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu1592,8,1,41,2,0,0,2,1,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter naiadicus
Zotu1593,0,0,0,1,0,0,0,5,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas parvus
Zotu1594,0,0,0,0,0,0,0,0,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu1595,0,0,0,0,0,1,0,16,bacteria,abditibacteriota,abditibacteriia,abditibacteriales,abditibacteriaceae,abditibacterium,abditibacterium utsteinense
Zotu1596,0,0,0,1,0,0,1,0,bacteria,pseudomonadota,betaproteobacteria,nitrosomonadales,thiobacillaceae,thiobacillus,thiobacillus thioparus
Zotu1597,1,2,0,1,0,1,0,8,bacteria,gemmatimonadota,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,roseisolibacter,roseisolibacter agri
Zotu1598,0,0,0,0,0,0,0,0,bacteria,thermodesulfobacteriota,desulfuromonadia,desulfuromonadales,desulfuromonadaceae,pelobacter,pelobacter seleniigenes
Zotu1599,22,8,9,0,0,1,2,1,bacteria,pseudomonadota,gammaproteobacteria,chromatiales,ectothiorhodospiraceae,inmirania,inmirania thermothiophila
Zotu1600,0,2,1,0,124,2,0,2,bacteria,actinomycetota,actinomycetes,propionibacteriales,nocardioidaceae,nocardioides,nocardioides panacis
Zotu1601,2,3,16,0,28,8,0,1,bacteria,actinomycetota,actinomycetes,nakamurellales,nakamurellaceae,nakamurella,nakamurella leprariae
Zotu1602,1,0,0,0,2,167,27,1,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu1603,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,gammaproteobacteria,gammaproteobacteria,gammaproteobacteria,acidibacter,acidibacter ferrireducens
Zotu1604,1,0,0,1,2,1,0,1,bacteria,chloroflexota,chloroflexia,herpetosiphonales,herpetosiphonaceae,herpetosiphon,herpetosiphon gulosus
Zotu1605,0,0,0,0,0,6,0,0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter naiadicus
Zotu1606,0,0,0,0,0,0,0,0,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu1607,74,44,0,0,2,0,1,0,bacteria,verrucomicrobiota,verrucomicrobiae,limisphaerales,fontisphaeraceae,fontisphaera,fontisphaera persica
Zotu1609,0,0,0,123,0,1,0,0,bacteria,bacillota,bacilli,bacillales,bacillales family x. incertae sedis,brockia,brockia lithotrophica
Zotu1610,1,1,0,0,0,68,0,1,bacteria,pseudomonadota,betaproteobacteria,nitrosomonadales,methylophilaceae,novimethylophilus,novimethylophilus kurashikiensis
Zotu1611,0,0,0,0,40,0,1,0,bacteria,planctomycetota,planctomycetia,pirellulales,pirellulaceae,candidatus anammoximicrobium,candidatus anammoximicrobium moscowii
Zotu1612,3,0,0,0,0,0,0,0,bacteria,pseudomonadota,gammaproteobacteria,chromatiales,ectothiorhodospiraceae,inmirania,inmirania thermothiophila
Zotu1613,17,10,18,0,60,6,0,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu1614,0,0,0,0,0,0,0,0,bacteria,bacillota,bacillota,bacillota,bacillota,hydrogenispora,hydrogenispora ethanolica
Zotu1615,1,0,0,3,6,89,47,14,bacteria,acidobacteriota,blastocatellia,blastocatellales,arenimicrobiaceae,arenimicrobium,arenimicrobium luteum
Zotu1616,5,0,1,175,1,0,1,0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu1617,2,2,0,0,0,0,0,24,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas trueperi
Zotu1618,0,1,0,0,0,0,0,0,bacteria,verrucomicrobiota,opitutae,opitutales,opitutaceae,opitutus,opitutus terrae
Zotu1619,0,1,0,0,0,0,0,0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu1620,33,23,0,2,26,0,3,0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu1621,34,38,53,1,1,6,14,0,bacteria,thermodesulfobacteriota,thermodesulfobacteria,thermodesulfobacteriales,thermodesulfatatoraceae,thermodesulfatator,thermodesulfatator atlanticus
Zotu1622,1,2,3,0,3,1,0,1,bacteria,actinomycetota,actinomycetes,frankiales,frankiaceae,frankia,frankia casuarinae
Zotu1623,0,0,0,0,0,0,0,0,bacteria,bacillota,clostridia,eubacteriales,syntrophomonadaceae,syntrophomonas,syntrophomonas zehnderi
Zotu1624,0,2,0,0,0,0,1,2,bacteria,bacteroidota,cytophagia,cytophagales,cytophagaceae,sporocytophaga,sporocytophaga myxococcoides
Zotu1625,2,1,14,0,41,23,5,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu1626,0,1,1,1,1,1,6,71,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,actinomarinicola,actinomarinicola tropica
Zotu1627,0,0,0,0,0,0,0,0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu1628,0,0,0,0,0,1,3,9,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium terraclitae
Zotu1629,0,0,0,1,0,1,0,11,bacteria,pseudomonadota,oligoflexia,bdellovibrionales,bdellovibrionaceae,bdellovibrio,bdellovibrio bacteriovorus
Zotu1630,0,0,0,2,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas flava
Zotu1631,0,0,0,0,1,1,0,0,bacteria,pseudomonadota,gammaproteobacteria,chromatiales,ectothiorhodospiraceae,alkalispirillum,alkalispirillum mobile
Zotu1632,0,2,1,74,0,0,0,0,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium terraclitae
Zotu1633,0,0,0,0,0,0,0,9,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,novosphingobium,novosphingobium lentum
Zotu1634,0,1,0,0,0,0,0,0,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu1635,27,109,2,1,2,0,0,1,bacteria,verrucomicrobiota,verrucomicrobiae,limisphaerales,fontisphaeraceae,fontisphaera,fontisphaera persica
Zotu1636,1,2,0,0,0,0,116,86,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu1637,0,1,0,0,0,38,13,6,bacteria,bacillota,bacilli,bacillales,bacillaceae,calditerricola,calditerricola yamamurae
Zotu1638,0,0,0,0,1,0,11,0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas lutea
Zotu1639,1,0,0,0,0,26,55,0,bacteria,verrucomicrobiota,spartobacteria,chthoniobacterales,chthoniobacteraceae,chthoniobacter,chthoniobacter flavus
Zotu1640,0,1,95,1,0,0,1,0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga thermotolerans
Zotu1641,0,0,0,0,0,1,0,0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,massilia,massilia polaris
Zotu1642,1,1,0,2,0,0,0,10,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga roseola
Zotu1643,11,30,0,1,0,1,0,0,bacteria,rhodothermota,rhodothermia,rhodothermales,rhodothermaceae,rhodocaloribacter,rhodocaloribacter litoris
Zotu1644,0,0,0,0,0,0,0,0,bacteria,bacillota,bacilli,lactobacillales,streptococcaceae,streptococcus,streptococcus oralis
Zotu1645,0,0,0,0,0,0,0,0,bacteria,bacillota,bacilli,bacillales,staphylococcaceae,staphylococcus,staphylococcus epidermidis
Zotu1646,1,0,0,1,3,1,1,1,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter taiwanensis
Zotu1647,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas palustris
Zotu1648,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,hyphomicrobiaceae,rhodoplanes,rhodoplanes elegans
Zotu1649,1,1,1,1,0,0,0,0,bacteria,bacillota,clostridia,eubacteriales,oscillospiraceae,ethanoligenens,ethanoligenens harbinense
Zotu1650,5,1,28,84,46,0,23,4,bacteria,actinomycetota,actinomycetes,streptosporangiales,thermomonosporaceae,actinocorallia,actinocorallia longicatena
Zotu1651,0,0,0,0,0,1,0,0,bacteria,actinomycetota,actinomycetes,micrococcales,microbacteriaceae,microbacterium,microbacterium paraoxydans
Zotu1652,2,5,0,3,1,1,7,1,bacteria,actinomycetota,actinomycetes,micrococcales,microbacteriaceae,microbacterium,microbacterium flavescens
Zotu1653,0,12,63,0,90,0,0,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,candidatus methanomethylophilaceae,candidatus methanomethylophilus,candidatus methanomethylophilus alvus
Zotu1654,0,0,0,0,0,0,0,0,bacteria,actinomycetota,actinomycetes,streptosporangiales,thermomonosporaceae,actinocorallia,actinocorallia longicatena
Zotu1655,2,0,0,2,0,0,3,0,bacteria,pseudomonadota,deltaproteobacteria,myxococcales,anaeromyxobacteraceae,anaeromyxobacter,anaeromyxobacter dehalogenans
Zotu1656,0,0,0,0,0,0,0,0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu1657,5,8,14,39,2,0,0,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu1660,0,0,0,0,0,0,0,0,bacteria,acidobacteriota,holophagae,holophagales,holophagaceae,geothrix,geothrix fermentans
Zotu1661,0,2,1,0,0,46,23,5,bacteria,acidobacteriota,blastocatellia,blastocatellales,blastocatellaceae,aridibacter,aridibacter kavangonensis
Zotu1662,1,1,0,0,21,0,0,0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu1663,0,0,1,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingobium,sphingobium olei
Zotu1664,0,0,0,0,0,0,0,0,archaea,methanobacteriota,halobacteria,halobacteriales,halobacteriaceae,haloquadratum,haloquadratum walsbyi
Zotu1665,0,0,0,0,0,0,0,0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter xylanophilus
Zotu1666,0,0,0,0,0,0,0,0,bacteria,actinomycetota,actinomycetes,micrococcales,microbacteriaceae,microcella,microcella alkalica
Zotu1667,1,1,0,4,48,0,1,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,conexibacteraceae,conexibacter,conexibacter stalactiti
Zotu1668,166,19,0,0,44,1,0,3,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu1669,0,0,0,0,1,0,2,0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu1670,0,0,0,0,0,0,2,1,bacteria,verrucomicrobiota,opitutae,opitutales,opitutaceae,horticoccus,horticoccus luteus
Zotu1671,0,1,0,0,0,0,0,11,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,burkholderiales,aquabacterium,aquabacterium limnoticum
Zotu1672,0,0,0,0,0,0,0,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,capillimicrobiaceae,capillimicrobium,capillimicrobium parvum
Zotu1673,1,0,0,2,0,0,1,2,bacteria,actinomycetota,actinomycetes,actinopolysporales,actinopolysporaceae,actinopolyspora,actinopolyspora saharensis
Zotu1674,1,0,0,0,16,43,16,0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu1675,15,7,50,0,20,19,0,1,bacteria,bacillota,bacilli,bacillales,thermoactinomycetaceae,kroppenstedtia,kroppenstedtia pulmonis
Zotu1676,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas daechungensis
Zotu1677,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,oligoflexia,bdellovibrionales,bdellovibrionaceae,bdellovibrio,bdellovibrio bacteriovorus
Zotu1678,1,9,25,0,1,68,23,0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,vicinamibacter,vicinamibacter silvestris
Zotu1679,0,0,0,0,14,0,0,1,bacteria,actinomycetota,nitriliruptoria,euzebyales,euzebyaceae,euzebya,euzebya tangerina
