ANATOMY,"Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth",nan,nan,nan,nan,nan,nan,nan
Zotu,IX.10CM.A,IX.20CM.B,IX.30CM.A,IX.40CM.A,IX.50CM.A,IX.60CM.A,IX.70CM.A,IX.80CM.A,Domain,Phylum,Class,Order,Family,Genus,Species
Zotu1303,0.003341,0.00324,0.0,0.006148,0.016227,0.428408,0.053372,0.025122,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu1304,0.0,0.0,0.0,0.0,0.061664,0.041254,0.00314,0.021981,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu1305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,rufibacter,rufibacter hautae
Zotu1307,0.003341,0.0,0.0,0.003074,0.0,0.0,0.00314,0.0,bacteria,chloroflexota,anaerolineae,anaerolineales,anaerolineaceae,thermomarinilinea,thermomarinilinea lacunifontana
Zotu1308,0.0,0.00324,0.003173,0.003074,0.003245,0.0,0.0,0.040823,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingosinicellaceae,sandaracinobacter,sandaracinobacter neustonicus
Zotu1309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,archaea,methanobacteriota,methanococci,methanococcales,methanocaldococcaceae,methanocaldococcus,methanocaldococcus indicus
Zotu1310,0.100217,0.077755,0.0,0.0,0.003245,0.041254,0.00314,0.00628,bacteria,chloroflexota,tepidiformia,tepidiformales,tepidiformaceae,tepidiforma,tepidiforma bonchosmolovskayae
Zotu1311,0.006681,0.0,0.0,0.0,0.305076,0.028561,0.0,0.0,bacteria,chloroflexota,thermoflexia,thermoflexales,thermoflexaceae,thermoflexus,thermoflexus hugenholtzii
Zotu1312,0.0,0.0,0.003173,0.003074,0.0,0.006347,0.0,0.025122,bacteria,bacteroidota,cytophagia,cytophagales,cytophagaceae,edaphorhabdus,edaphorhabdus rosea
Zotu1313,0.0,0.0,0.0,0.003074,0.0,0.003173,0.0,0.040823,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,segetibacter,segetibacter aerophilus
Zotu1314,0.0,0.0,0.003173,0.0,0.0,0.0,0.0,0.0,bacteria,bacillota,bacilli,bacillales,bacillales family x. incertae sedis,brockia,brockia lithotrophica
Zotu1315,0.0,0.00324,0.0,0.003074,0.0,0.0,0.00314,0.021981,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu1316,0.036746,0.16523,0.149126,0.178302,0.003245,0.006347,0.0,0.00314,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu1317,0.0,0.009719,0.0,0.0,0.0,0.015867,0.0,0.009421,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,capillimicrobiaceae,capillimicrobium,capillimicrobium parvum
Zotu1318,0.063471,0.012959,0.0,0.0,0.0,0.0,0.0,0.00314,bacteria,pseudomonadota,gammaproteobacteria,chromatiales,ectothiorhodospiraceae,inmirania,inmirania thermothiophila
Zotu1319,0.0,0.00324,0.0,0.0,0.0,0.0,0.0,0.00314,bacteria,actinomycetota,actinomycetes,propionibacteriales,kribbellaceae,kribbella,kribbella antibiotica
Zotu1320,0.0,0.0,0.0,0.0,0.0,0.488703,0.0,0.072225,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter galbus
Zotu1321,0.0,0.0,0.0,0.0,0.003245,0.0,0.0,0.00314,bacteria,bacillota,bacilli,bacillales,planococcaceae,paenisporosarcina,paenisporosarcina indica
Zotu1322,0.0,0.0,0.0,0.0,0.0,0.003173,0.0,0.065944,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,adhaeribacter,adhaeribacter aquaticus
Zotu1323,0.0,0.0,0.003173,0.0,0.0,0.0,0.0,0.0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu1324,0.003341,0.012959,0.0,0.006148,0.243412,0.069815,0.113023,0.018841,bacteria,nitrospirota,nitrospira,nitrospirales,nitrospiraceae,nitrospira,nitrospira enrichment
Zotu1325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00314,bacteria,actinomycetota,actinomycetes,geodermatophilales,geodermatophilaceae,blastococcus,blastococcus aggregatus
Zotu1326,0.624687,0.042118,0.003173,0.0,0.003245,0.0,0.00314,0.00314,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,lacibacter,lacibacter cauensis
Zotu1327,0.020043,0.048597,0.0,0.408866,0.0357,0.041254,0.00314,0.0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter naiadicus
Zotu1328,0.103558,0.242986,0.0,0.003074,0.003245,0.0,0.025116,0.0,bacteria,chloroflexota,chloroflexia,chloroflexales,roseiflexaceae,kouleothrix,kouleothrix aurantiaca
Zotu1329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,verrucomicrobiota,verrucomicrobiae,limisphaerales,limisphaeraceae,limisphaera,limisphaera ngatamarikiensis
Zotu1330,0.0,0.00324,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,azospirillaceae,azospirillum,azospirillum rugosum
Zotu1331,0.030065,0.074516,0.04442,0.003074,0.0357,0.003173,0.00314,0.0,bacteria,thermodesulfobacteriota,syntrophobacteria,syntrophobacterales,syntrophobacteraceae,desulfosoma,desulfosoma caldarium
Zotu1332,0.0,0.0,0.0,0.0,0.003245,0.0,0.00314,0.00628,bacteria,pseudomonadota,betaproteobacteria,ferritrophicales,ferritrophicaceae,ferritrophicum,ferritrophicum radicicola
Zotu1333,0.003341,0.0,0.0,0.0,0.003245,0.0,0.0,0.241796,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,adhaeribacter,adhaeribacter aquaticus
Zotu1334,0.003341,0.012959,0.0,0.003074,0.0,0.107895,0.00314,0.0,bacteria,actinomycetota,actinomycetes,kitasatosporales,streptomycetaceae,streptomyces,streptomyces echinoruber
Zotu1335,0.080174,0.016199,0.006346,0.328937,0.0,0.00952,0.043953,0.021981,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu1336,0.0,0.0,0.0,0.003074,0.0,0.003173,0.00314,0.00314,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,aestuariivirgaceae,aestuariivirga,aestuariivirga litoralis
Zotu1337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter rigui
Zotu1338,0.0,0.00648,0.0,0.003074,0.0,0.003173,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylocystaceae,methylocystis,methylocystis echinoides
Zotu1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,burkholderiaceae,chitinimonas,chitinimonas taiwanensis
Zotu1340,0.0,0.0,0.0,0.0,0.0,0.003173,0.012558,0.00314,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,xanthobacteraceae,pseudolabrys,pseudolabrys taiwanensis
Zotu1341,0.220478,0.087475,0.0,0.0,0.058419,0.0,0.009419,0.00314,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu1342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,micromonosporales,micromonosporaceae,hamadaea,hamadaea flava
Zotu1343,0.010022,0.00324,0.0,0.0,0.0,0.0,0.00314,0.00628,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,vicinamibacter,vicinamibacter silvestris
Zotu1344,0.0,0.00324,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu1345,0.0,0.00324,0.0,0.0,0.0,0.003173,0.00314,0.00314,bacteria,myxococcota,myxococcota,haliangiales,kofleriaceae,haliangium,haliangium ochraceum
Zotu1346,0.046768,0.217067,0.031729,0.009223,0.003245,0.003173,0.00314,0.0,bacteria,thermodesulfobacteriota,thermodesulfobacteria,thermodesulfobacteriales,thermodesulfatatoraceae,thermodesulfatator,thermodesulfatator atlanticus
Zotu1347,0.003341,0.00324,0.0,0.0,0.0,0.006347,0.134999,0.0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu1348,0.0,0.0,0.0,0.0,0.0,0.003173,0.00314,0.0,bacteria,myxococcota,myxococcia,myxococcales,myxococcaceae,simulacricoccus,simulacricoccus ruber
Zotu1349,0.0,0.0,0.003173,0.0,0.003245,0.0,0.00314,0.0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,zavarzinella,zavarzinella formosa
Zotu1350,0.003341,0.0,0.0,0.0,0.0,0.095202,0.0,0.0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,zavarzinella,zavarzinella formosa
Zotu1352,0.0,0.00324,0.003173,0.0,0.003245,0.0,0.00314,0.0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,gemmata,gemmata palustris
Zotu1353,0.0,0.00324,0.0,0.003074,0.0,0.041254,0.0,0.0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,vicinamibacter,vicinamibacter silvestris
Zotu1354,0.023384,0.077755,0.0,0.295121,0.0,0.114242,0.006279,0.00314,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,fimbriiglobus,fimbriiglobus ruber
Zotu1355,0.003341,0.0,0.003173,0.0,0.003245,0.0,0.0,0.009421,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu1356,0.003341,0.0,0.0,0.006148,0.0,0.0,0.00314,0.285759,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,segetibacter,segetibacter koreensis
Zotu1357,0.003341,0.012959,0.003173,0.003074,0.003245,0.003173,0.0,0.00314,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,vicinamibacter,vicinamibacter silvestris
Zotu1358,0.0,0.00324,0.0,0.0,0.0,0.0,0.0,0.00314,bacteria,chloroflexota,caldilineae,caldilineales,caldilineaceae,litorilinea,litorilinea aerophila
Zotu1359,0.003341,0.0,0.0,0.0,0.0,0.00952,0.00314,0.00314,bacteria,actinomycetota,actinomycetia,pseudonocardiales,pseudonocardiaceae,saccharomonospora,saccharomonospora cyanea
Zotu1360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00314,bacteria,bacillota,bacilli,lactobacillales,streptococcaceae,streptococcus,streptococcus mitis
Zotu1362,0.0,0.0,0.0,0.009223,0.107101,0.047601,0.087907,0.031402,bacteria,actinomycetota,nitriliruptoria,euzebyales,euzebyaceae,euzebya,euzebya pacifica
Zotu1363,0.003341,0.042118,0.0,0.0,0.0,0.038081,0.00314,0.018841,bacteria,thermomicrobiota,thermomicrobia,sphaerobacterales,sphaerobacteraceae,sphaerobacter,sphaerobacter thermophilus
Zotu1364,0.063471,0.142552,0.168163,0.0,0.084383,0.00952,0.00314,0.00314,bacteria,actinomycetota,actinomycetes,propionibacteriales,kribbellaceae,kribbella,kribbella solani
Zotu1365,0.0,0.0,0.0,0.178302,0.003245,0.0,0.0,0.00314,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,burkholderiales,thiobacter,thiobacter subterraneus
Zotu1366,0.0,0.00324,0.003173,0.003074,0.0,0.003173,0.0,0.053384,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,sediminibacterium,sediminibacterium salmoneum
Zotu1367,0.0,0.0,0.0,0.0,0.0,0.003173,0.00314,0.018841,bacteria,actinomycetota,actinomycetes,pseudonocardiales,pseudonocardiaceae,allokutzneria,allokutzneria oryzae
Zotu1368,0.086855,0.097194,0.333154,0.0,0.0,0.025387,0.0,0.00314,bacteria,actinomycetota,thermoleophilia,thermoleophilales,thermoleophilaceae,thermoleophilum,thermoleophilum album
Zotu1369,0.0,0.0,0.0,0.0,0.0,0.003173,0.125581,0.263778,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter metallilatus
Zotu1370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,nitriliruptoria,egibacterales,egibacteraceae,egibacter,egibacter rhizosphaerae
Zotu1371,0.0,0.00324,0.0,0.0,0.0,0.0,0.00314,0.0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,adhaeribacter,adhaeribacter aquaticus
Zotu1372,0.003341,0.0,0.006346,0.0,0.0,0.006347,0.00314,0.0,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,dongiaceae,aliidongia,aliidongia dinghuensis
Zotu1373,0.0,0.00648,0.003173,0.0,0.006491,0.006347,0.0,0.0,bacteria,actinomycetota,actinomycetes,kitasatosporales,streptomycetaceae,streptomyces,streptomyces albiaxialis
Zotu1374,0.0,0.0,0.0,0.0,0.0,0.0,0.021977,0.0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu1375,0.0,0.0,0.0,0.003074,0.0,0.0,0.021977,0.012561,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu1376,0.06013,0.116633,0.0,0.405792,0.074646,0.0,0.0,0.00314,bacteria,planctomycetota,planctomycetia,planctomycetales,planctomycetaceae,thalassoroseus,thalassoroseus pseudoceratinae
Zotu1377,0.0,0.0,0.0,0.0,0.0,0.003173,0.0,0.043963,bacteria,actinomycetota,actinomycetes,propionibacteriales,nocardioidaceae,nocardioides,nocardioides marmoriterrae
Zotu1378,0.511107,0.0,0.0,0.003074,0.006491,0.0,0.006279,0.00628,bacteria,pseudomonadota,gammaproteobacteria,steroidobacterales,steroidobacteraceae,povalibacter,povalibacter uvarum
Zotu1379,0.006681,0.009719,0.003173,0.003074,0.0,0.0,0.034535,0.00314,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium terraclitae
Zotu1380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025122,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium terraclitae
Zotu1381,0.003341,0.0,0.0,0.0,0.003245,0.0,0.0,0.059664,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,rhabdothermincola,rhabdothermincola sediminis
Zotu1382,0.0,0.0,0.0,0.0,0.0,0.003173,0.0,0.0,bacteria,bacillota,bacilli,bacillales,paenibacillaceae,paenibacillus,paenibacillus antri
Zotu1383,0.0,0.0,0.0,0.003074,0.0,0.0,0.0,0.0,bacteria,thermomicrobiota,thermomicrobia,sphaerobacterales,sphaerobacteraceae,sphaerobacter,sphaerobacter thermophilus
Zotu1384,0.0,0.0,0.003173,0.0,0.003245,0.0,0.0,0.0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu1385,0.003341,0.0,0.0,0.003074,0.0,0.003173,0.091046,0.040823,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu1386,0.0,0.0,0.0,0.0,0.003245,0.006347,0.0,0.018841,bacteria,bacillota,bacilli,bacillales,planococcaceae,planococcus,planococcus psychrotoleratus
Zotu1387,0.013362,0.019439,0.003173,0.0,0.0,0.003173,0.006279,0.009421,bacteria,pseudomonadota,gammaproteobacteria,steroidobacterales,steroidobacteraceae,povalibacter,povalibacter uvarum
Zotu1388,0.006681,0.0,0.003173,0.003074,0.0,0.003173,0.006279,0.012561,bacteria,thermodesulfobacteriota,desulfuromonadia,desulfuromonadales,desulfuromonadaceae,pelobacter,pelobacter seleniigenes
Zotu1389,0.0,0.00324,0.003173,0.0,0.0,0.0,0.0,0.204114,bacteria,pseudomonadota,alphaproteobacteria,rhodobacterales,roseobacteraceae,rubellimicrobium,rubellimicrobium mesophilum
Zotu1390,0.263905,0.051837,0.0,0.0,0.116838,0.0,0.009419,0.0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,xanthobacteraceae,pseudolabrys,pseudolabrys taiwanensis
Zotu1391,0.0,0.0,0.0,0.003074,0.0,0.0,0.0,0.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu1392,0.0,0.0,0.006346,0.0,0.003245,0.0,0.00314,0.034542,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingosinicellaceae,sphingosinicella,sphingosinicella humi
Zotu1393,0.0,0.0,0.003173,0.006148,0.0,0.003173,0.0,0.00628,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,conexibacteraceae,conexibacter,conexibacter arvalis
Zotu1394,0.0,0.0,0.003173,0.0,0.0,0.031734,0.015698,0.043963,bacteria,bacillota,bacilli,bacillales,paenibacillaceae,paenibacillus,paenibacillus antri
Zotu1395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,kineosporiales,kineosporiaceae,kineococcus,kineococcus radiotolerans
Zotu1396,0.0,0.0,0.012692,0.159857,0.204466,0.034907,0.056511,0.015701,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu1397,0.0,0.00324,0.003173,0.0,0.071401,0.231658,0.072209,0.00628,bacteria,planctomycetota,planctomycetia,pirellulales,thermoguttaceae,thermogutta,thermogutta terrifontis
Zotu1398,0.016703,0.022679,0.031729,0.488795,0.025964,0.012694,0.018837,0.00314,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter spartanus
Zotu1399,0.003341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu1400,0.003341,0.019439,0.003173,0.009223,0.0,0.0,0.0,0.009421,bacteria,bacillota,bacilli,bacillales,bacillaceae,metabacillus,metabacillus niabensis
Zotu1401,0.093536,0.155511,0.003173,0.003074,0.090874,0.0,0.0,0.00628,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,nitrobacteraceae,afipia,afipia carboxidovorans
Zotu1402,0.0,0.00324,0.0,0.006148,0.0,0.01904,0.00314,0.025122,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter taibaiensis
Zotu1403,0.003341,0.0,0.104705,0.003074,0.097365,0.139629,0.169534,0.018841,bacteria,acidobacteriota,blastocatellia,blastocatellales,arenimicrobiaceae,brevitalea,brevitalea aridisoli
Zotu1404,0.0,0.0,0.0,0.003074,0.0,0.0,0.0,0.0,bacteria,verrucomicrobiota,spartobacteria,chthoniobacterales,chthoniobacteraceae,chthoniobacter,chthoniobacter flavus
Zotu1405,0.0,0.0,0.0,0.0,0.003245,0.0,0.034535,0.0,bacteria,planctomycetota,planctomycetia,pirellulales,pirellulaceae,candidatus anammoximicrobium,candidatus anammoximicrobium moscowii
Zotu1406,0.0,0.0,0.003173,0.427311,0.003245,0.041254,0.006279,0.0,bacteria,acidobacteriota,acidobacteriia,acidobacteriales,acidobacteriaceae,candidatus koribacter,candidatus koribacter versatilis
Zotu1407,0.300651,0.0,0.006346,0.003074,0.0,0.0,0.0,0.00314,bacteria,chloroflexota,anaerolineae,anaerolineales,anaerolineaceae,thermanaerothrix,thermanaerothrix daxensis
Zotu1408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,mycoplasmatota,mollicutes,entomoplasmatales,entomoplasmataceae,entomoplasma,entomoplasma freundtii
Zotu1409,0.0,0.0,0.0,0.0,0.006491,0.0,0.0,0.0,bacteria,myxococcota,myxococcia,myxococcales,myxococcaceae,simulacricoccus,simulacricoccus ruber
Zotu1410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106767,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter galbus
Zotu1411,0.0,0.00648,0.0,0.003074,0.0,0.0,0.00314,0.0,bacteria,myxococcota,myxococcia,myxococcales,anaeromyxobacteraceae,anaeromyxobacter,anaeromyxobacter dehalogenans
Zotu1412,0.006681,0.077755,0.038075,0.252083,0.003245,0.034907,0.0,0.0,bacteria,thermomicrobiota,thermomicrobia,thermomicrobiales,thermomicrobiaceae,thermalbibacter,thermalbibacter longus
Zotu1413,0.133623,0.090715,0.041248,0.006148,0.003245,0.003173,0.0,0.0,bacteria,verrucomicrobiota,verrucomicrobiae,limisphaerales,fontisphaeraceae,fontisphaera,fontisphaera persica
Zotu1414,0.0,0.00324,0.0,0.0,0.0,0.0,0.0,0.012561,bacteria,pseudomonadota,betaproteobacteria,nitrosomonadales,nitrosomonadaceae,nitrosovibrio,nitrosovibrio tenuis
Zotu1415,0.0,0.0,0.0,0.0,0.0,0.0,0.00314,0.0,bacteria,actinomycetota,actinomycetes,micrococcales,microbacteriaceae,microbacterium,microbacterium testaceum
Zotu1416,0.0,0.00324,0.012692,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu1417,0.0,0.0,0.0,0.0,0.0,0.0,0.021977,0.028262,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu1418,0.0,0.0,0.0,0.442682,0.0,0.003173,0.006279,0.0,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium terraclitae
Zotu1419,0.006681,0.0,0.025383,0.003074,0.0,0.041254,0.0,0.00314,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,rhabdothermincola,rhabdothermincola sediminis
Zotu1420,0.263905,0.123113,0.012692,0.0,0.162274,0.003173,0.012558,0.009421,bacteria,actinomycetota,nitriliruptoria,egibacterales,egibacteraceae,egibacter,egibacter rhizosphaerae
Zotu1421,0.0,0.00324,0.053939,0.006148,0.327794,0.104722,0.078488,0.00314,bacteria,actinomycetota,actinomycetes,kitasatosporales,streptomycetaceae,allostreptomyces,allostreptomyces indica
Zotu1422,0.0,0.00324,0.0,0.0,0.0,0.0,0.0,0.00314,bacteria,bacteroidota,flavobacteriia,flavobacteriales,weeksellaceae,moheibacter,moheibacter stercoris
Zotu1423,0.0,0.0,0.0,0.003074,0.0,0.003173,0.0,0.050243,bacteria,bacillota,bacilli,bacillales,planococcaceae,ureibacillus,ureibacillus massiliensis
Zotu1424,0.003341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,verrucomicrobiota,verrucomicrobiae,limisphaerales,limisphaeraceae,limisphaera,limisphaera ngatamarikiensis
Zotu1425,0.0,0.0,0.0,0.0,0.0,0.003173,0.0,0.00628,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,beijerinckiaceae,methylorosula,methylorosula polaris
Zotu1426,0.0,0.0,0.003173,0.0,0.003245,0.0,0.00314,0.043963,bacteria,pseudomonadota,alphaproteobacteria,rhodobacterales,roseobacteraceae,rubellimicrobium,rubellimicrobium aerolatum
Zotu1427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,aquihabitans,aquihabitans daechungensis
Zotu1428,0.0,0.0,0.0,0.0,0.0,0.0,0.00314,0.084786,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,erythrobacteraceae,erythrobacter,erythrobacter ramosus
Zotu1429,0.0,0.00324,0.0,0.0,0.0,0.0,0.0,0.031402,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,adhaeribacter,adhaeribacter aerophilus
Zotu1430,0.076833,0.126353,0.14278,0.003074,0.045437,0.123762,0.113023,0.0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,vicinamibacter,vicinamibacter silvestris
Zotu1431,0.003341,0.0,0.0,0.003074,0.003245,0.003173,0.006279,0.0,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu1432,0.0,0.0,0.038075,0.0,0.0,0.003173,0.00314,0.0,bacteria,rhodothermota,rhodothermia,rhodothermales,rhodothermaceae,rhodocaloribacter,rhodocaloribacter litoris
Zotu1433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00314,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga pudoricolor
Zotu1434,0.0,0.00324,0.0,0.0,0.0,0.0,0.075348,0.037683,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter ginsengiterrae
Zotu1435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,acetobacteraceae,paeniroseomonas,paeniroseomonas aquatica
Zotu1436,0.0,0.0,0.0,0.006148,0.003245,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,propionibacteriales,propionibacteriaceae,propionibacterium,propionibacterium westphaliense
Zotu1437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,archaea,nitrososphaerota,nitrososphaeria,nitrososphaerales,nitrososphaeraceae,candidatus nitrososphaera,candidatus nitrososphaera
Zotu1438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,pontibacter,pontibacter korlensis
Zotu1439,0.0,0.00324,0.0,0.006148,0.0,0.015867,0.0,0.021981,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,parviterribacteraceae,parviterribacter,parviterribacter kavangonensis
Zotu1440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,thermoleophilia,thermoleophilales,thermoleophilaceae,thermoleophilum,thermoleophilum album
Zotu1441,0.0,0.0,0.0,0.0,0.0,0.003173,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas lutea
Zotu1442,0.003341,0.0,0.006346,0.0,0.0,0.003173,0.00314,0.0,bacteria,chloroflexota,caldilineae,caldilineales,caldilineaceae,litorilinea,litorilinea aerophila
Zotu1443,0.0,0.0,0.003173,0.006148,0.0,0.003173,0.0,0.0,bacteria,spirochaetota,spirochaetia,spirochaetales,treponemataceae,treponema,treponema maltophilum
Zotu1444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,acetobacteraceae,endobacter,endobacter medicaginis
Zotu1445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
