ANATOMY,"Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth",nan,nan,nan,nan,nan,nan,nan
Zotu,IX.10CM.A,IX.20CM.B,IX.30CM.A,IX.40CM.A,IX.50CM.A,IX.60CM.A,IX.70CM.A,IX.80CM.A,Domain,Phylum,Class,Order,Family,Genus,Species
Zotu126,0.013362,0.055077,0.139607,0.015371,0.0,0.107895,0.153836,0.204114,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter ginsengiterrae
Zotu127,0.006681,0.009719,0.003173,0.0,0.025964,0.0,0.006279,0.310881,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,devosiaceae,devosia,devosia submarina
Zotu128,0.006681,0.022679,0.015864,0.009223,0.545242,0.558517,0.091046,0.028262,bacteria,pseudomonadota,gammaproteobacteria,nevskiales,nevskiaceae,panacagrimonas,panacagrimonas perspica
Zotu129,0.013362,0.025918,0.190373,0.642504,0.10061,0.18723,0.109883,0.012561,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu130,0.010022,0.00648,0.0,0.003074,0.006491,0.00952,0.094186,0.464751,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,massilia,massilia niastensis
Zotu131,0.010022,0.00648,0.012692,0.012297,0.019473,0.01904,0.025116,0.213534,bacteria,bacillota,bacilli,bacillales,bacillaceae,domibacillus,domibacillus tundrae
Zotu132,0.0,0.0,0.0,0.0,0.003245,0.0,0.00314,0.097347,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,herbaspirillum,herbaspirillum rhizosphaerae
Zotu133,0.013362,0.016199,0.0,0.012297,0.006491,0.00952,0.015698,0.15073,bacteria,pseudomonadota,gammaproteobacteria,nevskiales,sinobacteraceae,solimonas,solimonas soli
Zotu134,0.013362,0.074516,0.225275,0.141412,0.003245,0.266565,0.122441,0.009421,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu135,0.006681,0.009719,0.006346,0.009223,0.016227,0.0,0.009419,0.288899,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter metallilatus
Zotu136,0.003341,0.0,0.009519,0.009223,0.003245,0.006347,0.059651,0.417648,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,massilia,massilia eurypsychrophila
Zotu137,0.0,0.00648,0.003173,0.0,0.003245,0.003173,0.009419,0.166431,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,sediminibacterium,sediminibacterium salmoneum
Zotu138,0.003341,0.00648,0.009519,0.0,0.0,0.015867,0.069069,0.320301,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum autotrophicum
Zotu139,0.013362,0.009719,0.003173,0.0,0.003245,0.003173,0.006279,0.018841,bacteria,pseudomonadota,alphaproteobacteria,rhodobacterales,roseobacteraceae,rubellimicrobium,rubellimicrobium roseum
Zotu140,0.096877,0.17819,0.14278,0.44883,0.022718,1.031353,0.059651,0.021981,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,conexibacteraceae,conexibacter,conexibacter stalactiti
Zotu141,0.013362,0.025918,0.003173,0.012297,0.116838,0.234831,0.134999,0.053384,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu142,0.0,0.00324,0.003173,0.003074,0.0,0.0,0.0,0.018841,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter galbus
Zotu143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter phytolaccae
Zotu144,0.020043,0.012959,0.006346,0.006148,0.009736,0.060294,0.012558,0.00628,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,nitrobacteraceae,afipia,afipia broomeae
Zotu145,0.016703,0.012959,0.012692,0.027668,0.012982,0.025387,0.009419,0.034542,bacteria,actinomycetota,actinomycetes,propionibacteriales,nocardioidaceae,nocardioides,nocardioides mesophilus
Zotu146,0.003341,0.0,0.003173,0.0,0.003245,0.006347,0.00314,0.0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum agri
Zotu147,0.003341,0.00324,0.171336,0.009223,0.0,0.003173,0.006279,0.00314,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,adhaeribacter,adhaeribacter aquaticus
Zotu148,0.0,0.0,0.0,0.003074,0.003245,0.0,0.009419,0.0,bacteria,actinomycetota,nitriliruptoria,euzebyales,euzebyaceae,euzebya,euzebya pacifica
Zotu149,0.003341,0.009719,0.009519,0.021519,0.006491,0.101549,0.043953,0.043963,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,baekduiaceae,baekduia,baekduia soli
Zotu150,0.11692,0.071276,0.453723,1.119002,0.408932,0.266565,0.354766,0.025122,bacteria,chloroflexota,thermomicrobia,sphaerobacterales,sphaerobacteraceae,sphaerobacter,sphaerobacter thermophilus
Zotu151,0.006681,0.0,0.003173,0.003074,0.009736,0.00952,0.00314,0.018841,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,novosphingobium,novosphingobium stygium
Zotu152,0.036746,0.032398,0.130089,0.147561,0.009736,0.0,0.034535,0.00628,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium terraclitae
Zotu153,0.537832,0.294823,0.418822,0.209044,0.16552,0.349073,0.028256,0.059664,bacteria,acidobacteriota,blastocatellia,blastocatellales,pyrinomonadaceae,pyrinomonas,pyrinomonas methylaliphatogenes
Zotu154,0.036746,0.061556,0.038075,0.116819,0.152538,0.393501,0.087907,0.00628,bacteria,bacillota,clostridia,thermoanaerobacterales,thermoanaerobacteraceae,carboxydothermus,carboxydothermus hydrogenoformans
Zotu155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter taiwanensis
Zotu156,0.006681,0.0,0.006346,0.018445,0.009736,0.00952,0.040814,0.213534,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,oxalicibacterium,oxalicibacterium horti
Zotu157,0.010022,0.009719,0.006346,0.009223,0.009736,0.012694,0.116162,0.44277,bacteria,pseudomonadota,alphaproteobacteria,rhodobacterales,roseobacteraceae,rubellimicrobium,rubellimicrobium thermophilum
Zotu158,0.023384,0.016199,0.031729,0.012297,0.029209,0.012694,0.015698,0.091066,bacteria,bacillota,bacilli,bacillales,planococcaceae,planomicrobium,planomicrobium okeanokoites
Zotu159,0.006681,0.016199,0.006346,0.018445,0.003245,0.00952,0.141278,1.077092,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,adhaeribacter,adhaeribacter terreus
Zotu160,0.003341,0.009719,0.006346,0.0,0.003245,0.130109,0.075348,0.157011,archaea,nitrososphaerota,nitrososphaeria,nitrososphaerales,nitrososphaeraceae,candidatus nitrososphaera,candidatus nitrososphaera
Zotu161,0.003341,0.00324,0.009519,0.003074,0.045437,0.012694,0.028256,0.015701,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum autotrophicum
Zotu162,0.013362,0.00648,0.0,0.0,0.012982,0.015867,0.009419,0.103627,bacteria,actinomycetota,actinomycetes,propionibacteriales,nocardioidaceae,nocardioides,nocardioides aquiterrae
Zotu163,0.0,0.019439,0.012692,0.021519,0.0,0.003173,0.031395,0.018841,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga brassicacearum
Zotu164,0.013362,0.016199,0.006346,0.003074,0.009736,0.006347,0.012558,0.00314,bacteria,pseudomonadota,alphaproteobacteria,rhodobacterales,roseobacteraceae,rubellimicrobium,rubellimicrobium rubrum
Zotu165,0.424253,0.583166,0.54891,0.703987,0.76269,0.653719,0.254301,0.103627,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,actinomarinicola,actinomarinicola tropica
Zotu166,0.010022,0.019439,0.0,0.006148,0.003245,0.006347,0.32651,0.386246,bacteria,deinococcota,deinococci,deinococcales,deinococcaceae,deinococcus,deinococcus peraridilitoris
Zotu167,0.016703,0.00648,0.012692,0.012297,0.077892,0.15867,0.389301,0.172712,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,iamia,iamia majanohamensis
Zotu168,0.013362,0.00648,0.006346,0.003074,0.006491,0.006347,0.06593,0.383106,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga guangxiensis
Zotu169,0.003341,0.0,0.006346,0.0,0.006491,0.003173,0.091046,0.533836,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter carri
Zotu170,0.043427,0.009719,0.009519,0.012297,0.006491,0.003173,0.012558,0.00628,bacteria,bacillota,bacilli,bacillales,bacillaceae,bacillus,bacillus funiculus
Zotu171,0.016703,0.323981,0.447378,0.006148,0.012982,0.00952,0.012558,0.009421,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,urbifossiella,urbifossiella limnaea
Zotu172,0.0,0.019439,0.006346,0.009223,0.0,0.171363,0.015698,0.00628,bacteria,chloroflexota,chloroflexia,herpetosiphonales,herpetosiphonaceae,herpetosiphon,herpetosiphon geysericola
Zotu173,0.013362,0.009719,0.009519,0.003074,0.012982,0.171363,0.025116,0.009421,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu174,0.0,0.0,0.0,0.003074,0.009736,0.006347,0.00314,0.078505,bacteria,bacillota,bacilli,bacillales,bacillaceae,lysinibacillus,lysinibacillus composti
Zotu175,0.040087,0.045357,1.713361,1.641612,0.016227,0.228484,0.034535,0.015701,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter naiadicus
Zotu176,0.020043,0.0,0.006346,0.018445,0.003245,0.00952,0.006279,0.028262,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum denitrificans
Zotu177,0.066811,0.0,0.006346,0.0,0.0,0.006347,0.0,0.0,bacteria,actinomycetota,nitriliruptoria,egicoccales,egicoccaceae,egicoccus,egicoccus halophilus
Zotu178,0.093536,0.0,0.0,0.0,0.003245,0.263392,0.640462,0.00314,bacteria,planctomycetota,planctomycetia,pirellulales,pirellulaceae,candidatus anammoximicrobium,candidatus anammoximicrobium moscowii
Zotu179,0.010022,0.0,0.003173,0.018445,0.006491,0.003173,0.00314,0.204114,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum aerium
Zotu180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas sediminicola
Zotu181,0.020043,0.016199,0.003173,0.433459,0.006491,0.006347,0.006279,0.012561,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,methylobacterium,methylobacterium dankookense
Zotu182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,chloroflexota,thermomicrobia,sphaerobacterales,sphaerobacteraceae,sphaerobacter,sphaerobacter thermophilus
Zotu183,0.0,0.0,0.003173,0.0,0.0,0.006347,0.0,0.00314,bacteria,actinomycetota,actinomycetes,propionibacteriales,nocardioidaceae,nocardioides,nocardioides marinus
Zotu184,0.010022,0.00324,0.015864,0.015371,0.019473,0.012694,0.012558,0.00314,bacteria,acidobacteriota,blastocatellia,blastocatellales,blastocatellaceae,aridibacter,aridibacter famidurans
Zotu185,0.003341,0.00324,0.003173,0.0,0.0,0.038081,0.00314,0.00628,bacteria,pseudomonadota,gammaproteobacteria,oceanospirillales,halomonadaceae,halomonas,halomonas axialensis
Zotu186,0.026725,0.116633,0.072976,0.003074,0.12982,0.618812,0.238604,0.053384,bacteria,chloroflexota,chloroflexia,herpetosiphonales,herpetosiphonaceae,herpetosiphon,herpetosiphon aurantiacus
Zotu187,0.0,0.0,0.0,0.009223,0.0,0.0,0.031395,0.015701,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas trueperi
Zotu188,0.013362,0.077755,0.095187,0.199822,0.009736,0.066641,0.015698,0.015701,bacteria,actinomycetota,coriobacteriia,coriobacteriales,coriobacteriaceae,enorma,enorma burkinafasonensis
Zotu189,0.026725,0.0,0.0,0.018445,0.019473,0.006347,0.018837,0.034542,bacteria,pseudomonadota,alphaproteobacteria,rhodobacterales,paracoccaceae,paracoccus,paracoccus marinus
Zotu190,0.003341,0.009719,0.019037,0.003074,0.087628,0.082508,0.844531,0.624902,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu191,0.006681,0.00648,0.0,0.0,0.0,0.003173,0.00314,0.00628,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,adhaeribacter,adhaeribacter aquaticus
Zotu192,0.003341,0.00648,0.0,0.0,0.006491,0.301472,0.160116,0.00314,archaea,nitrososphaerota,nitrososphaeria,nitrososphaerales,nitrososphaeraceae,candidatus nitrososphaera,candidatus nitrososphaera
Zotu193,0.010022,0.00324,0.006346,0.009223,0.009736,0.006347,0.006279,0.037683,bacteria,bacillota,bacilli,bacillales,bacillaceae,pseudalkalibacillus,pseudalkalibacillus decolorationis
Zotu194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,geodermatophilales,geodermatophilaceae,blastococcus,blastococcus jejuensis
Zotu195,0.010022,0.016199,0.0,0.0,0.379722,0.120589,0.756624,1.237243,archaea,nitrososphaerota,nitrososphaeria,nitrososphaerales,nitrososphaeraceae,candidatus nitrososphaera,candidatus nitrososphaera
Zotu196,0.003341,0.0,0.012692,0.003074,0.009736,0.006347,0.0,0.015701,bacteria,pseudomonadota,gammaproteobacteria,nevskiales,sinobacteraceae,solimonas,solimonas soli
Zotu197,0.013362,0.012959,0.006346,0.009223,0.0,0.00952,0.006279,0.040823,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,nibribacter,nibribacter koreensis
Zotu198,0.0,0.0,0.003173,0.009223,0.009736,0.006347,0.00314,0.015701,bacteria,actinomycetota,actinomycetia,micrococcales,micrococcaceae,kocuria,kocuria rosea
Zotu199,0.0,0.0,0.0,0.0,0.0,0.003173,0.0,0.043963,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter ginsengiterrae
Zotu200,0.013362,0.009719,0.012692,0.0,0.016227,0.006347,0.185232,0.034542,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu201,0.020043,0.0,0.009519,0.009223,0.003245,0.006347,0.006279,0.097347,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga roseola
Zotu202,0.554535,0.204108,0.069804,0.009223,0.009736,0.053948,0.047093,0.050243,bacteria,bacillota,bacilli,bacillales,paenibacillaceae,ammoniphilus,ammoniphilus resinae
Zotu203,0.016703,0.0,0.003173,0.079929,0.048682,0.060294,0.043953,0.021981,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter radiotolerans
Zotu204,0.016703,0.00324,0.006346,0.006148,0.009736,0.00952,0.087907,0.354844,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum aerium
Zotu205,0.016703,0.016199,0.015864,0.015371,0.006491,0.028561,0.012558,0.031402,bacteria,pseudomonadota,alphaproteobacteria,rhodobacterales,paracoccaceae,paracoccus,paracoccus yeei
Zotu206,0.003341,0.00648,0.003173,0.003074,0.009736,0.003173,0.012558,0.00314,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu207,0.0,0.00324,0.0,0.006148,0.006491,0.0,0.031395,0.094206,bacteria,pseudomonadota,gammaproteobacteria,xanthomonadales,xanthomonadaceae,lysobacter,lysobacter bugurensis
Zotu208,0.05679,0.064796,0.111051,0.012297,0.243412,0.342727,0.084767,0.018841,bacteria,bacillota,clostridia,eubacteriales,clostridiales family xvii. incertae sedis,thermaerobacter,thermaerobacter subterraneus
Zotu209,0.006681,0.0,0.003173,0.006148,0.003245,0.076161,0.141278,0.043963,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum autotrophicum
Zotu210,0.006681,0.00648,0.215757,0.021519,0.019473,0.050774,0.021977,0.025122,bacteria,actinomycetota,actinomycetes,streptosporangiales,streptosporangiaceae,nonomuraea,nonomuraea thailandensis
Zotu211,0.003341,0.012959,0.009519,0.003074,0.025964,0.050774,0.078488,0.065944,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,geodermatophilales,geodermatophilaceae,blastococcus,blastococcus aggregatus
Zotu213,0.023384,0.0,0.015864,0.009223,0.016227,0.003173,0.031395,0.175852,bacteria,pseudomonadota,gammaproteobacteria,xanthomonadales,xanthomonadaceae,lysobacter,lysobacter silvisoli
Zotu214,0.457658,0.622044,0.184028,0.012297,0.879527,0.053948,0.018837,0.012561,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,hyphomicrobiaceae,methylothermalis,methylothermalis aethiopiae
Zotu215,0.013362,0.032398,0.057112,0.039964,0.061664,0.028561,5.205325,0.942063,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu216,0.006681,0.00324,0.009519,0.006148,0.006491,0.01904,0.021977,0.109907,bacteria,actinomycetota,actinomycetes,geodermatophilales,geodermatophilaceae,modestobacter,modestobacter marinus
Zotu217,0.0,0.0,0.003173,0.003074,0.006491,0.0,0.00314,0.222955,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter galbus
Zotu218,0.003341,0.00324,0.003173,0.012297,0.009736,0.00952,0.116162,0.392526,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum autotrophicum
Zotu219,0.016703,0.012959,0.015864,0.018445,0.003245,0.006347,0.012558,0.015701,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu220,0.0,0.032398,0.212584,0.359679,1.645463,1.015486,0.288836,0.00314,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter phytolaccae
Zotu221,0.006681,0.00648,0.028556,0.0,0.0,0.00952,0.009419,0.0,bacteria,actinomycetota,actinomycetes,kitasatosporales,streptomycetaceae,streptomyces,streptomyces flavogriseus
Zotu222,0.023384,0.035638,0.101533,0.20597,0.688044,0.590251,1.645109,0.015701,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu223,0.036746,0.00324,0.003173,0.006148,0.003245,0.006347,0.012558,0.009421,bacteria,bacillota,bacilli,bacillales,paenibacillaceae,oxalophagus,oxalophagus oxalicus
Zotu224,0.003341,0.00648,0.015864,0.003074,0.009736,0.003173,0.012558,0.113048,bacteria,pseudomonadota,alphaproteobacteria,rhodobacterales,roseobacteraceae,rubellimicrobium,rubellimicrobium rubrum
Zotu225,0.006681,0.009719,0.006346,0.012297,0.006491,0.022214,0.047093,0.427069,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,burkholderiales,aquabacterium,aquabacterium limnoticum
Zotu226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,adhaeribacter,adhaeribacter aerophilus
Zotu227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,pseudonocardiales,pseudonocardiaceae,thermocrispum,thermocrispum municipale
Zotu228,0.006681,0.00324,0.009519,0.015371,0.006491,0.00952,0.012558,0.031402,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,oxalicibacterium,oxalicibacterium horti
Zotu229,0.016703,0.00324,0.009519,0.012297,0.009736,0.00952,0.018837,0.009421,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,actinomarinicola,actinomarinicola tropica
Zotu230,0.0,0.00324,0.0,0.0,0.0,0.0,0.00314,0.395667,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter galbus
Zotu231,0.076833,0.129592,0.0,0.224415,0.285603,0.123762,0.841391,0.059664,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu232,0.003341,0.00648,0.006346,0.012297,0.016227,0.003173,0.204069,0.175852,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,herbaspirillum,herbaspirillum rhizosphaerae
Zotu233,0.010022,0.00648,0.006346,0.009223,0.032455,0.00952,0.009419,0.015701,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu234,0.0,0.0,0.012692,0.003074,0.006491,0.00952,0.006279,0.018841,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter metallilatus
Zotu235,0.006681,0.009719,0.0,0.0,0.009736,0.0,0.0,0.361124,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum aerium
Zotu236,0.013362,0.0,0.012692,0.018445,0.012982,0.01904,0.015698,0.012561,bacteria,actinomycetota,actinomycetes,mycobacteriales,corynebacteriaceae,corynebacterium,corynebacterium vitaeruminis
Zotu237,0.023384,0.00648,0.009519,0.288973,0.051928,0.053948,0.015698,0.00314,bacteria,gemmatimonadota,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,gemmatimonas,gemmatimonas phototrophica
Zotu238,0.0,0.0,0.003173,0.006148,0.003245,0.012694,0.006279,0.00314,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter spartanus
Zotu239,0.0,0.009719,0.009519,0.0,0.009736,0.003173,0.00314,0.229235,bacteria,pseudomonadota,alphaproteobacteria,rhodobacterales,roseobacteraceae,rubellimicrobium,rubellimicrobium rubrum
Zotu240,0.734926,0.994622,0.83447,0.362753,0.06491,0.00952,0.012558,0.018841,bacteria,pseudomonadota,deltaproteobacteria,desulfuromonadales,desulfuromonadaceae,pelobacter,pelobacter carbinolicus
Zotu241,0.033406,0.019439,0.101533,0.0,0.06491,0.456969,0.404998,0.081645,bacteria,chloroflexota,chloroflexia,herpetosiphonales,herpetosiphonaceae,herpetosiphon,herpetosiphon aurantiacus
Zotu242,0.010022,0.00324,0.0,0.0,0.009736,0.006347,0.0,0.009421,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
