ANATOMY,Interdune,Stoss,Lee,Interdune,Interdune,Interdune,Interdune,Stoss,Lee,Interdune,Stoss,Lee,Interdune,Stoss,Lee,Interdune,Lee,Interdune,Stoss,Stoss,Lee,Lee,Lee,Stoss,Stoss,Lee,Stoss,Lee,"Stoss, Star","Stoss, Star","Lee, Star","Stoss, Star","Stoss, Star",Stoss,Lee,Stoss,Stoss,Lee,Lee,Lee,Lee,Interdune,Interdune,Stoss,Stoss,Stoss,Lee,Lee,Interdune,Lee,"Stoss, Crest",Lee,nan,nan,nan,nan,nan,nan,nan
Zotu,MF.4B,MF.5B,MF.6B,MF.7B,MF.8B,MF.11A,MF.12A,MF.13A,MF.14B,MF.15A,MF.16A,MF.17A,MF.18B,MF.19A,MF.20A,MF.27B,MF.30A,MF.33A,ED.01A,ED.02B,ED.03A,ED.04A,ED.05A,ED.06A,ED.08A,ED.09A,ED.10A,ED.11A,ED.12A,ED.13A,ED.14B,ED.15B,ED.16A,ED.17B,ED.18A,ED.19A,ED.20A,ED.21A,ED.22A,ED.23A,ED.24A,ED.33A,IX.1B,IX.2A,IX.3A,IX.4B,IX.5A,IX.6A,IX.7A,IX.8A,IX.9A,IX.10A,Domain,Phylum,Class,Order,Family,Genus,Species
Zotu3752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,72,0,0,0,0,1,0,0,0,1,0,bacteria,thermodesulfobacteriota,desulfobulbia,desulfobulbales,desulfobulbaceae,desulfobulbus,desulfobulbus elongatus
Zotu3753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,bacteria,acidobacteriota,terriglobia,terriglobales,acidobacteriaceae,edaphobacter,edaphobacter aggregans
Zotu3755,0,0,0,0,0,0,0,0,18,0,0,0,0,0,5,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,bacteria,bacillota,clostridia,natranaerobiales,natranaerobiaceae,natranaerobaculum,natranaerobaculum magadiense
Zotu3756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,24,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,bacteria,actinomycetota,actinomycetes,pseudonocardiales,pseudonocardiaceae,actinokineospora,actinokineospora acnipugnans
Zotu3757,1,0,1,32,21,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter spartanus
Zotu3758,1,0,2,0,4,0,0,0,12,0,1,1,0,0,17,0,9,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,actinomycetota,actinomycetes,streptosporangiales,thermomonosporaceae,thermomonospora,thermomonospora echinospora
Zotu3759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,1,16,1,19,bacteria,chloroflexota,chloroflexia,herpetosiphonales,herpetosiphonaceae,herpetosiphon,herpetosiphon aurantiacus
Zotu3760,0,0,1,0,1,1,0,0,22,1,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu3761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36,1,1,0,0,0,1,0,bacteria,pseudomonadota,alphaproteobacteria,rhodobacterales,roseobacteraceae,rubellimicrobium,rubellimicrobium roseum
Zotu3762,0,17,1,0,0,0,0,1,0,0,3,1,0,7,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,bacteria,bacillota,bacilli,bacillales,paenibacillaceae,oxalophagus,oxalophagus oxalicus
Zotu3763,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,55,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,gemmatimonadota,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,roseisolibacter,roseisolibacter agri
Zotu3764,0,9,28,2,0,0,0,0,0,1,0,1,0,0,1,1,1,0,2,0,1,0,1,0,1,0,2,0,1,2,0,0,2,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,16,1,0,0,bacteria,bacillota,bacilli,bacillales,bacillaceae,peribacillus,peribacillus frigoritolerans
Zotu3765,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,bacteria,planctomycetota,planctomycetia,pirellulales,thermoguttaceae,thermogutta,thermogutta terrifontis
Zotu3766,0,0,0,1,1,2,0,1,0,0,1,0,1,0,1,0,0,1,2,0,0,0,0,29,1,58,2,0,1,0,0,0,0,0,0,19,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,sphaerotilaceae,roseateles,roseateles chitosanitabidus
Zotu3767,1,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,bacillota,clostridia,eubacteriales,clostridiales family xvii. incertae sedis,thermaerobacter,thermaerobacter composti
Zotu3768,0,5,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,2,0,1,1,0,0,1,0,0,17,0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu3769,2,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,34,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,gemmatimonadota,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,gemmatimonas,gemmatimonas phototrophica
Zotu3771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,bacteria,planctomycetota,phycisphaerae,tepidisphaerales,tepidisphaeraceae,tepidisphaera,tepidisphaera mucosa
Zotu3772,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,bacteria,actinomycetota,actinomycetes,pseudonocardiales,pseudonocardiaceae,lentzea,lentzea aerocolonigenes
Zotu3773,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,azospirillaceae,skermanella,skermanella rosea
Zotu3774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,36,0,0,0,1,1,0,0,0,0,0,bacteria,kiritimatiellota,tichowtungiia,tichowtungiales,tichowtungiaceae,tichowtungia,tichowtungia aerotolerans
Zotu3775,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,bacillota,clostridia,eubacteriales,clostridiales family xvii. incertae sedis,thermaerobacter,thermaerobacter subterraneus
Zotu3777,0,0,0,54,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter ginsengiterrae
Zotu3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,2,1,0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,vicinamibacter,vicinamibacter silvestris
Zotu3779,0,0,1,1,0,0,0,0,1,7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,28,1,1,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,comamonadaceae,ramlibacter,ramlibacter agri
Zotu3780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,38,1,1,0,1,0,0,3,0,0,0,0,0,1,0,1,bacteria,pseudomonadota,gammaproteobacteria,pseudomonadales,pseudomonadaceae,pseudomonas,pseudomonas psychrotolerans
Zotu3781,0,0,0,18,4,1,0,0,0,1,1,2,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter ginsenosidimutans
Zotu3782,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,48,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,vicinamibacter,vicinamibacter silvestris
Zotu3783,0,0,0,0,0,0,1,0,0,0,14,0,1,5,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,11,bacteria,myxococcota,myxococcia,myxococcales,archangiaceae,archangium,archangium gephyra
Zotu3784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,bacteria,chloroflexota,chloroflexia,herpetosiphonales,herpetosiphonaceae,herpetosiphon,herpetosiphon aurantiacus
Zotu3785,0,0,0,1,0,0,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,gammaproteobacteria,xanthomonadales,xanthomonadaceae,lysobacter,lysobacter silvisoli
Zotu3786,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,actinomarinicola,actinomarinicola tropica
Zotu3787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,bacteria,pseudomonadota,deltaproteobacteria,myxococcales,anaeromyxobacteraceae,anaeromyxobacter,anaeromyxobacter dehalogenans
Zotu3788,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,1,4,0,0,0,0,0,0,0,1,0,0,bacteria,bacillota,bacillota,bacillota,bacillota,capillibacterium,capillibacterium thermochitinicola
Zotu3789,0,0,0,1,0,1,0,1,0,4,0,20,0,11,0,1,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu3790,1,0,1,2,4,0,0,27,0,0,1,0,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,bacteria,thermodesulfobacteriota,desulfuromonadia,desulfuromonadales,desulfuromonadaceae,pelobacter,pelobacter seleniigenes
Zotu3791,0,0,0,10,9,1,0,0,1,1,0,0,1,0,0,2,0,1,8,1,1,1,0,0,0,1,0,8,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,1,0,0,0,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter phytolaccae
Zotu3792,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,actinomarinicola,actinomarinicola tropica
Zotu3793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,zavarzinella,zavarzinella formosa
Zotu3794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43,1,1,0,1,0,0,1,0,0,1,0,0,5,1,0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,adhaeribacter,adhaeribacter aerophilus
Zotu3795,1,0,0,1,0,0,0,0,0,0,0,27,0,0,5,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,acetobacteraceae,roseomonas,roseomonas marmotae
Zotu3796,0,47,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu3797,0,0,0,14,28,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu3798,0,0,0,0,0,0,1,2,1,0,1,0,0,34,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,bacteroidota,cytophagia,cytophagales,fulvivirgaceae,fulvivirga,fulvivirga lutimaris
Zotu3799,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,pelagibacterales,pelagibacteraceae,candidatus pelagibacter,candidatus pelagibacter ubique
Zotu3800,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,2,5,0,0,0,0,0,0,0,33,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu3801,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,vicinamibacter,vicinamibacter silvestris
Zotu3803,0,1,0,0,0,0,0,0,9,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,myxococcota,myxococcota,haliangiales,kofleriaceae,haliangium,haliangium ochraceum
Zotu3804,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,2,0,0,0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,actinomarinicola,actinomarinicola tropica
Zotu3805,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,bacteria,bacillota,bacilli,bacillales,bacillaceae,anoxybacillus,anoxybacillus rupiensis
Zotu3806,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,2,0,9,19,26,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas montis
Zotu3808,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,1,23,0,0,0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu3809,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,9,1,0,1,0,0,1,0,0,1,0,0,1,28,0,0,0,1,1,0,3,0,0,0,0,0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu3810,0,18,0,0,0,0,0,0,0,0,0,0,1,1,2,1,18,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium terraclitae
Zotu3811,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,29,0,1,0,2,0,0,0,0,0,0,0,1,1,1,0,1,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,conexibacteraceae,conexibacter,conexibacter stalactiti
Zotu3812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,43,0,0,0,0,0,0,0,0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter naiadicus
Zotu3813,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,1,0,0,0,0,1,0,1,0,1,0,0,6,1,0,1,0,0,2,0,4,18,1,bacteria,acidobacteriota,blastocatellia,blastocatellales,blastocatellaceae,tellurimicrobium,tellurimicrobium multivorans
Zotu3814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,bacteria,myxococcota,myxococcia,myxococcales,myxococcaceae,simulacricoccus,simulacricoccus ruber
Zotu3815,0,0,22,0,0,0,1,0,1,0,33,0,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,oligoflexia,bdellovibrionales,bdellovibrionaceae,bdellovibrio,bdellovibrio bacteriovorus
Zotu3816,0,0,0,1,0,0,1,1,0,0,0,0,0,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu3817,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,baekduiaceae,baekduia,baekduia soli
Zotu3818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu3819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,2,0,bacteria,pseudomonadota,gammaproteobacteria,legionellales,legionellaceae,legionella,legionella waltersii
Zotu3820,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,iamia,iamia majanohamensis
Zotu3821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu3822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,50,0,0,0,0,0,0,0,1,bacteria,actinomycetota,actinomycetes,micromonosporales,micromonosporaceae,catellatospora,catellatospora tagetis
Zotu3824,0,12,0,14,16,0,0,0,1,0,0,0,0,1,0,0,2,1,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas wittichii
Zotu3825,0,0,0,0,0,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,pontibacter,pontibacter akesuensis
Zotu3826,1,0,1,28,9,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas parvus
Zotu3827,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,hyphomicrobiaceae,rhodoplanes,rhodoplanes serenus
Zotu3828,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,bacteria,pseudomonadota,gammaproteobacteria,nevskiales,nevskiaceae,panacagrimonas,panacagrimonas perspica
Zotu3829,0,0,0,0,0,1,0,0,0,1,0,0,0,38,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium terraclitae
Zotu3830,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,1,1,32,1,0,0,0,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu3831,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,3,3,0,1,0,1,0,0,1,0,0,0,bacteria,gemmatimonadota,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,gemmatimonas,gemmatimonas phototrophica
Zotu3832,2,0,1,16,20,7,9,0,0,0,0,27,0,0,1,3,0,1,1,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas jaspsi
Zotu3833,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,42,0,0,1,0,0,1,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,parviterribacteraceae,parviterribacter,parviterribacter kavangonensis
Zotu3834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0,1,0,0,bacteria,acidobacteriota,blastocatellia,blastocatellales,blastocatellaceae,blastocatella,blastocatella fastidiosa
Zotu3835,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,bacteria,bacillota,clostridia,eubacteriales,clostridiales family xvii. incertae sedis,thermaerobacter,thermaerobacter composti
Zotu3836,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingosinicellaceae,pedomonas,pedomonas mirosovicensis
