"","freq","prev","p.freq","p.prev","p","contaminant"
"Zotu3297",3.48563036350242e-05,7,NA,0.0555555555555555,0.0555555555555555,TRUE
"Zotu4931",1.62635661774522e-05,8,NA,0.0634920634920635,0.0634920634920635,TRUE
"Zotu4775",4.0364582476338e-05,10,NA,0.0793650793650794,0.0793650793650794,TRUE
"Zotu1361",9.99837461358935e-05,10,NA,0.0793650793650794,0.0793650793650794,TRUE
"Zotu4184",2.68749810101945e-05,7,NA,0.0555555555555555,0.0555555555555555,TRUE
"Zotu5889",2.03619966585774e-05,8,NA,0.0634920634920635,0.0634920634920635,TRUE
"Zotu2516",5.1532702170785e-05,8,NA,0.0634920634920635,0.0634920634920635,TRUE
"Zotu5089",8.07700734211418e-06,3,NA,0.0238095238095238,0.0238095238095238,TRUE
"Zotu1189",8.91931867634702e-05,7,NA,0.0555555555555555,0.0555555555555555,TRUE
"Zotu3012",2.58747243482481e-05,5,NA,0.0396825396825397,0.0396825396825397,TRUE
"Zotu4874",1.59097940414343e-05,7,NA,0.0555555555555555,0.0555555555555555,TRUE
"Zotu4781",2.0863820776115e-05,8,NA,0.0634920634920635,0.0634920634920635,TRUE
"Zotu3735",3.09704256103271e-05,9,NA,0.0714285714285715,0.0714285714285715,TRUE
"Zotu3427",3.39029213158325e-05,10,NA,0.0793650793650794,0.0793650793650794,TRUE
"Zotu1294",0.000111098401054582,9,NA,0.0714285714285715,0.0714285714285715,TRUE
"Zotu4955",1.51764421940057e-05,4,NA,0.0317460317460317,0.0317460317460317,TRUE
"Zotu5266",1.88901960783677e-05,6,NA,0.0476190476190477,0.0476190476190477,TRUE
"Zotu3461",3.5285160298602e-05,6,NA,0.0476190476190477,0.0476190476190477,TRUE
"Zotu4999",1.99730330281075e-05,5,NA,0.0396825396825397,0.0396825396825397,TRUE
"Zotu3770",2.95106426789996e-05,8,NA,0.0634920634920635,0.0634920634920635,TRUE
"Zotu5947",2.18782980406889e-05,6,NA,0.0476190476190477,0.0476190476190477,TRUE
"Zotu3378",2.66328983930107e-05,5,NA,0.0396825396825397,0.0396825396825397,TRUE
